locus	length
NZ_CP008798	85473
NZ_CP013225	3371
NC_001995	1551
NG_048173	1406
NZ_LT607757	18118
NZ_CP017997	46788
NZ_CP010328	30673
NC_013507	67094
NZ_CP018433	15273
NC_019283	74280
NC_014728	6223
NC_023918	54478
NZ_CP008932	69947
NC_019736	39142
NC_020885	5668
NC_024954	41190
NC_010598	25960
NZ_CP004240	10260
NC_007766	642517
NZ_CP010977	17061
NC_015911	10209
NC_013539	4738
NC_019889	87185
NC_006530	44013
NC_008213	46867
NG_048187	1418
NZ_CP017137	30924
NZ_CP013777	27962
NZ_CP015301	7493
NC_012031	10153
NC_016587	645253
NC_002098	7426
NC_011987	388169
NC_015417	203287
NC_012518	31433
NC_017115	3204
NZ_CP017140	72318
NZ_CP017435	92624
NZ_CP018714	246756
NZ_CP010120	63684
NC_006257	4935
NZ_CP009316	181760
NZ_CP016898	78649
NC_018512	6824
NZ_FO704549	8449
NZ_CP019775	44559
NZ_CP018777	35236
NC_011860	40280
NC_014753	135351
NG_048341	1229
NZ_CP007066	15921
NC_012858	660973
NZ_CP013788	50691
NZ_CP015701	5086
NC_019306	4955
NC_015156	247271
NC_002099	2444
NG_050263	1061
NG_047816	935
NC_018666	74217
NZ_LT635895	2780
NC_013033	3592
NZ_CP018724	61012
NC_013537	6704
NZ_CP014827	3409
NC_020821	35388
NG_048260	2020
NZ_CP015351	150791
NC_018992	12965
NC_011968	27704
NC_021573	6650
NC_015862	48978
NZ_CP012277	19671
NZ_CP015395	116419
NZ_CP013526	1195489
NZ_CP011017	44826
NG_049003	909
NZ_CP015205	65393
NZ_CP010218	5312
NZ_CP013161	6328
NZ_CP008829	243824
NC_016794	55304
NC_019302	1284
NC_005247	30314
NC_022874	45206
NC_002129	4557
NG_047375	971
NG_047405	1094
NZ_CP014003	163688
NZ_CP013717	12974
NC_014725	72832
NZ_AP014709	38936
NZ_CP009674	16821
NC_012722	2424
NG_047745	437
NC_007110	62829
NZ_CP001972	94833
NG_047536	1958
NZ_CP015917	8972
NZ_CP011963	36574
NG_048048	533
NC_012550	8881
NZ_CP016427	7497
NC_004160	2697
NZ_CP012878	5472
NZ_CP019014	142829
NC_002682	208315
NC_009435	68319
NC_025126	5104
NC_021523	4269
NC_015950	10302
NC_017427	29707
NC_017399	8722
NC_002141	1511
NC_021745	2089828
NZ_CP004186	4049
NZ_LN999012	93844
NG_047784	1112
NC_002798	7784
NZ_CP017647	73891
NC_019762	25982
NG_049101	1149
NC_010119	127212
NC_021666	14709
NC_019085	2989
NC_018991	27035
NC_019555	176574
NZ_CP009299	210673
NZ_CP013498	501077
NZ_CP014925	38125
NC_013337	30857
NZ_CP019904	108340
NZ_CP012893	7010
NC_020894	164565
NZ_CP007729	243824
NC_003114	3172
NZ_CP013775	36081
NZ_CP014877	64928
NZ_CP014833	1206
NC_005098	2911
NZ_CP010220	57582
NG_050007	861
NC_010862	101558
NC_022783	7971
NZ_CP010389	2496
NC_022743	75569
NZ_CP005900	2322
NZ_CP015754	165275
NZ_CP007231	60687
NC_004960	7858
NT_187147	276571
NC_022531	8438
NC_020121	38297
NZ_CP008958	92076
NZ_CP015328	69165
NC_019108	112673
NG_049223	938
NC_012216	6033
NG_049293	1346
NC_019137	107637
NG_047607	810
NT_167351	15403
NZ_CP014305	3223
NZ_CP016582	2094
NC_019120	59368
NZ_AP014865	437451
NZ_CP015485	24022
NC_004941	5949
NG_049017	1076
NC_017102	3204
NC_011840	27040
NC_021819	122863
NC_012782	60455
NZ_CP018960	73206
NC_009932	155110
NC_022372	121723
NC_004703	33038
NC_011253	33213
NZ_CP017632	369298
NZ_CP006856	64920
NC_014172	312963
NC_017496	53630
NZ_CP018716	96074
NZ_CP016452	2220160
NC_017795	2005
NG_052030	992
NC_007621	4040
NZ_AP014686	210438
NC_004991	1440
NZ_CP009345	7697
NZ_CP004164	19039
NZ_CP010859	187673
NC_010857	4896
NC_010614	82266
NG_047443	1016
NC_019098	39510
NZ_CP012632	93074
NC_017172	20301
NZ_CP009260	5845
NC_005022	3161
NZ_CP014802	183958
NG_049263	858
NG_048095	1040
NC_016823	5153
NZ_CP009424	3125
NC_020251	5262
NC_016034	2707
NZ_CP013578	459642
NC_011853	26522
NZ_CP005781	4963
NZ_CP006370	311483
NC_014308	12811
NC_012240	29802
NG_047747	437
NC_007274	131950
NZ_CP017852	66447
NC_008051	4276
NG_048191	1382
NG_049202	741
NZ_CP018067	29012
NC_004555	2399
NZ_CP017563	996314
NG_048311	1451
NZ_CP010007	8513
NC_021497	14050
NZ_CP014758	38384
NZ_CP004158	24769
NZ_CP017426	28756
NC_009982	39924
NC_019304	7082
NZ_CP016764	277592
NZ_CP012203	148934
NZ_CP018120	5310
NZ_CP013180	6162
NZ_CP013637	300955
NC_014301	44459
NC_010603	12160
NC_004564	66591
NZ_CP011635	332956
NC_019033	42379
NC_021911	1082659
NC_013295	3125
NC_011410	12656
NZ_CP014516	72450
NZ_HG977527	63795
NZ_CP009661	30800
NZ_CP005694	6523
NC_009669	170351
NZ_CP015355	109822
NG_050470	645
NZ_CP004184	4014
NG_047696	540
NC_013449	85518
NC_015176	3191
NC_014332	94469
NC_025135	5960
NC_007336	634917
NC_008496	37367
NC_010923	8347
NZ_CP006726	56757
NZ_CP014694	2361
NC_003921	33700
NC_025140	88678
NZ_CP015711	2769
NC_017799	2105
NZ_CP013227	22042
NC_022651	110040
NC_010719	225683
NC_019988	5225
NC_004443	3624
NZ_CP005812	1900
NC_004938	1786
NZ_CP011616	117623
NZ_CP009774	36109
NC_001763	6024
NC_017675	86908
NZ_CP014512	6086
NG_048042	548
NZ_CP013751	78406
NC_015979	58739
NC_006873	36560
NG_048757	1246
NZ_CP004862	53838
NC_021077	119225
NC_012811	1261460
NC_014827	7420
NZ_CP014703	1883432
NZ_CP014679	35463
NZ_CP017847	113343
NC_006424	26476
NC_017261	7689
NZ_CP006855	33703
NZ_CP019905	142304
NG_049315	1349
NC_020124	17706
NC_019263	77429
NC_008792	12207
NC_004335	8254
NC_010262	4442
NZ_CP013061	8512
NZ_CP019083	111833
NZ_CP018752	20750
NC_012852	350312
NC_013283	138339
NC_004835	100984
NC_019229	62882
NC_017180	32479
NZ_CP013579	1189373
NZ_CP007070	251612
NZ_CP004310	13649
NG_049121	1064
NC_017364	2557
NZ_CP016924	111539
NZ_CP010202	5066
NC_019355	23196
NZ_CP014396	4397
NC_022662	5631
NZ_CP015070	111851
NC_006135	45205
NC_023143	40170
NZ_CP018727	47184
NC_008758	190172
NC_022992	115452
NC_016970	12948
NC_010844	74116
NC_010858	3724
NG_048025	3353
NZ_CP005791	3304
NZ_CP015802	17017
NZ_CP015851	1907366
NZ_LN890519	98756
NZ_CP012039	109715
NC_015974	148801
NZ_CP007794	1901707
NC_001415	19751
NZ_CP012630	1551
NZ_CP005815	1670
NZ_CP008789	133397
NG_047852	1055
NZ_LT222316	64870
NZ_CP013071	139218
NZ_CP007006	88530
NC_016149	31872
NC_015065	300292
NC_008507	14206
NZ_CP009446	8805
NZ_CP018733	61840
NZ_CP008942	15074
NG_047279	767
NZ_CP010316	144859
NZ_CP007125	58511
NC_010257	32014
NC_006377	36069
NZ_CP009029	18869
NC_019380	165906
NC_011332	4898
NZ_CP010199	6039
NZ_CP010448	101277
NZ_CP014893	49694
NZ_AP017310	98206
NC_010286	7500
NC_025178	7036
NZ_CP012476	31475
NZ_CP015116	2093441
NC_012241	54027
NC_012555	318782
NZ_CP018316	61012
NC_017018	16067
NT_187140	21928
NZ_CP014410	3125
NC_010371	189163
NZ_CP016901	5086
NZ_CP015617	45079
NZ_CP009713	71507
NC_003922	64920
NZ_CP015823	205221
NC_023288	19981
NC_022235	138306
NZ_CP009357	122808
NZ_CP008901	50333
NZ_CP010303	36604
NC_012500	17032
NG_047372	962
NZ_CP015326	69170
NC_011251	41259
NZ_CP009782	8150
NC_019788	1732
NC_020303	86256
NC_008500	4449
NG_047665	1376
NC_021513	7641
NZ_CP016293	274981
NC_019124	40995
NZ_CP012923	99011
NC_024992	182204
NZ_CP005888	1474
NC_009478	27357
NC_020986	7493
NC_011563	4149
NC_017957	692456
NZ_CP016458	152317
NG_048114	1070
NC_016980	267242
NC_017726	181700
NZ_CP011046	103451
NC_015383	403586
NC_018684	7826
NC_020538	23759
NZ_CP018426	52058
NZ_CP013615	404393
NZ_CP014812	40932
NC_020267	16515
NC_013212	49961
NC_008353	2602
NZ_CP018755	1085
NZ_CP015881	1736943
NC_007337	87688
NZ_CP004222	10878
NC_013379	38556
NC_020282	5674
NG_048578	770
NZ_CP013592	433056
NZ_CP018445	9294
NZ_CP004293	2383
NC_021293	5103
NC_015704	93527
NZ_CP015783	27866
NC_020822	25335
NZ_CP005715	978
NC_013369	85167
NZ_CP009296	62341
NZ_CP015778	94830
NZ_CP013273	25529
NC_008821	39714
NC_017645	160573
NZ_CP016287	1254530
NC_011881	158475
NZ_CP013493	501077
NG_048197	1382
NZ_CP019677	191387
NC_003442	10904
NZ_CP015354	120416
NZ_CP014909	3920
NC_017774	5918
NZ_CP018901	125964
NC_025167	99142
NC_017648	5163
NC_021208	2038
NZ_CP011450	374401
NZ_CP018873	39508
NC_014157	84340
NC_020261	52134
NC_009661	83224
NZ_CP016425	7504
NZ_CP017600	35548
NZ_CP005919	1153
NC_006427	2235
NZ_CP018729	211336
NC_001988	192000
NZ_CP016509	37697
NZ_CP013564	340631
NC_012036	8291
NZ_CP010216	6039
NZ_CP004398	7053
NZ_CP012899	419743
NZ_CP011580	90452
NZ_CP004288	3182
NG_050407	617
NZ_CP013589	1048055
NZ_CP006697	30305
NZ_CP015368	144167
NZ_CP014317	1552
NC_007185	27240
NZ_CP017189	26610
NC_017533	321744
NG_049137	864
NZ_CP017028	3142
NC_005919	40110
NG_049109	1085
NZ_CP016310	53982
NC_012882	6751
NZ_CP016869	68145
NC_001904	9386
NC_009929	226680
NZ_CP018432	52059
NZ_CP012428	54744
NC_014305	169778
NC_004527	3431
NC_011078	46121
NC_011960	103355
NC_013330	28384
NC_014304	102323
NZ_CP011667	183653
NC_007206	32628
NZ_CP013369	258679
NC_014144	46756
NZ_CP014706	8061
NC_012033	6206
NC_014466	4328
NC_011411	4082
NZ_CP013804	181038
NG_050480	645
NG_048203	1577
NC_021906	181313
NC_025134	90439
NC_012247	52543
NZ_CP012852	1575724
NC_002114	1910
NZ_CP009837	69701
NC_019749	108587
NC_017468	26484
NC_013335	22987
NC_004837	9610
NZ_CP012286	34005
NC_015756	18992
NC_007427	130989
NZ_CP015370	36169
NC_018225	95989
NG_050075	861
NZ_CP016453	892708
NZ_CP017129	25931
NC_025122	9541
NZ_CP016763	127005
NZ_LT571451	2366
NC_009704	58679
NC_019698	31019
NZ_CP006989	470125
NC_017110	49961
NC_017494	7122
NC_000956	52971
NZ_CP011608	44846
NZ_CP013572	459642
NZ_CP018315	63587
NZ_AP014579	1438033
NC_010815	77113
NZ_CP006666	2219
NZ_CP016289	622622
NZ_CP011643	2927
NZ_CP007043	1278
NZ_CP016387	93202
NC_022607	15475
NG_048024	1376
NZ_AP014650	189354
NC_018976	27425
NZ_CP012684	4512
NC_008704	216763
NC_017493	49219
NZ_CP013759	39299
NC_017443	6417
NC_015419	12403
NC_013719	3910
NZ_CP010414	4891
NC_028653	67617
NZ_CP011529	17905
NC_013543	19882
NC_015728	83129
NZ_CP004163	5353
NG_050482	645
NZ_CP012429	46883
NG_047759	692
NC_015918	30502
NC_022355	55127
NZ_CP011352	46634
NC_012233	29233
NC_015900	18977
NC_017659	147060
NZ_CP012755	6141
NC_003201	2544
NC_013726	24235
NC_022228	2472
NG_048918	1032
NZ_CP004315	1244
NC_013950	94219
NZ_CP005971	63004
NZ_CP014521	4978
NC_007097	4556
NZ_CP009966	53501
NC_021817	78193
NZ_CP009339	94797
NC_013375	3011
NZ_CP014351	27881
NC_018499	36273
NC_016595	778798
NC_011340	11567
NG_047289	606
NC_009470	37415
NC_010065	2051
NC_002698	221851
NZ_CP017104	506339
NC_022225	66164
NZ_CP015728	70374
NZ_CP015175	3085
NC_010464	2927
NZ_CP013151	55699
NG_047632	1250
NC_014016	113637
NC_020390	6880
NG_052648	1146
NG_047811	834
NZ_CP017939	28641
NC_010283	55712
NZ_CP011982	51662
NZ_CP012493	52297
NC_014163	1216
NZ_CP006921	12399
NZ_CP009701	9608
NC_019744	154332
NZ_CP016037	33059
NC_009343	49120
NG_051171	1817
NC_011733	18083
NZ_CP014395	2473
NC_021654	245869
NC_019261	11435
NZ_CP012953	4754
NC_019080	9007
NZ_LN997844	94102
NZ_CP012994	107110
NZ_CP010215	61058
NC_015693	106999
NG_052271	992
NC_017197	2062
NC_011783	24326
NZ_CP017643	70875
NZ_CP013268	43676
NC_010279	39041
NG_048052	1736
NZ_CP013192	57478
NZ_CP018318	96082
NC_011754	119594
NC_011872	26705
NZ_CP018251	91789
NC_005206	9304
NZ_CP019214	289255
NC_018979	30795
NG_048110	1016
NC_019976	287963
NZ_HG977524	64165
NZ_CP005822	1291
NC_019040	6222
NC_005918	46697
NZ_CP005861	1985
NG_049470	822
NC_017965	57884
NZ_CP010188	6039
NC_008539	96488
NC_009841	67159
NZ_CP010369	89111
NZ_CP013039	48597
NC_010467	17971
NC_025196	4446
NZ_CP016921	283369
NG_048096	1040
NZ_CP004352	16264
NC_009506	11934
NC_010477	16103
NG_050544	657
NZ_CP013177	1015
NZ_CP011605	3820
NC_002097	5467
NC_019436	38673
NC_016598	3816
NC_013388	8226
NZ_CP005743	844
NC_001848	4656
NC_008490	8985
NC_011225	31548
NC_003458	13913
NC_015509	5108
NZ_CP016476	253256
NC_009444	425094
NC_017182	4023
NC_008568	28533
NZ_CP009105	168318
NZ_CP015862	38212
NG_047282	773
NZ_CP018472	222061
NZ_CP013995	381524
NZ_CP011363	25530
NG_047325	992
NC_006394	155300
NC_012692	166530
NZ_CP009842	70305
NC_017024	4119
NZ_CP010127	42655
NZ_CP012662	90059
NC_012229	17205
NC_019330	61044
NZ_CP003425	67208
NG_048151	1400
NZ_CP010302	48872
NC_025107	2726
NZ_CP013531	1074795
NZ_CP004338	5349
NC_004319	23743
NG_052486	992
NG_049352	1061
NC_023067	34083
NZ_CP018573	169066
NZ_CP009865	159360
NC_009998	75605
NC_015472	21423
NZ_CP009663	30651
NC_005970	5360
NZ_CP005810	1940
NC_017478	47165
NG_050515	645
NZ_CP005685	24267
NC_010795	15079
NG_048968	910
NC_018639	7553
NZ_CP010317	106397
NZ_CP004333	3559
NZ_CP009027	64920
NC_019293	4402
NZ_AP014832	4576
NC_010716	38150
NZ_CP007643	499136
NZ_CP014050	93912
NC_011642	106527
NC_017389	4960
NZ_CP009358	57076
NZ_CP009154	47098
NC_017665	102535
NZ_CP015700	2034
NG_047329	1034
NZ_CP019045	155799
NZ_CP011337	17818
NZ_CP013594	752940
NZ_CP016570	2246
NC_004464	89468
NC_013312	4439
NZ_CP015386	199497
NZ_CP015089	131420
NZ_CP018945	55436
NC_007719	5104
NC_014299	363534
NZ_CP005910	1586
NZ_CP014972	95780
NC_012528	396459
NZ_LN999837	5248
NC_012238	24765
NZ_CP009229	3649
NZ_CP011023	91229
NC_018490	8574
NC_004341	3353
NZ_CP011573	13981
NC_010540	20034
NZ_CP006639	6222
NZ_CP014535	65558
NC_010113	81413
NZ_CP018434	208225
NZ_CP013156	17062
NZ_CP017955	73978
NC_019171	5009
NC_010470	38713
NC_009351	7941
NZ_LT222318	11314
NC_001470	4293
NG_048008	3275
NC_019246	4087
NZ_CP005731	511
NC_013395	2418
NG_047653	1460
NZ_CP016631	9348
NC_005232	106004
NC_017653	94015
NZ_CP017103	176006
NZ_LN890287	2509
NC_019986	3510
NC_023909	58228
NZ_CP009918	10610
NC_012723	133591
NZ_CP009560	158195
NC_004308	2723
NZ_CP004313	11043
NZ_CP014599	280527
NZ_CP017565	438974
NC_017298	17531
NC_019219	5529
NC_006830	98192
NC_011092	110227
NC_017556	31555
NC_020128	27133
NZ_CP003958	39302
NZ_CP004304	1116
NZ_CP010865	52512
NZ_CP014169	319133
NZ_CP015785	30406
NZ_CP014434	27079
NC_025020	5926
NC_017127	49961
NC_015426	98732
NC_019235	9610
NZ_CP010866	5812
NZ_CP011804	19902
NC_022049	438126
NC_011962	157345
NZ_CP009168	94959
NC_013518	54160
NG_048023	2168
NZ_CP015720	18091
NC_019742	28816
NZ_CP005089	53908
NZ_CP002704	7800
NZ_CP004864	8513
NZ_CP013117	82732
NC_013788	30952
NZ_CP013771	36063
NC_002664	1065
NC_012506	17287
NZ_CP018815	139942
NZ_CP013345	421025
NC_017141	7006
NC_012944	138362
NZ_CP018956	216226
NC_017128	3035
NZ_CP012634	114221
NZ_CP015369	52290
NZ_CP018684	59857
NC_007483	40420
NC_017060	570951
NZ_CP019132	1146
NC_016515	63653
NZ_CP010022	70169
NZ_CP013982	50255
NZ_CP015738	445803
NC_007190	10402
NC_019956	110881
NZ_CP009803	142804
NC_020530	30854
NZ_CP018878	60905
NC_005969	20417
NZ_CP013941	126500
NZ_CP019627	6389
NZ_CP005734	2638
NZ_CP014964	110507
NZ_CP005905	1392
NZ_CP018950	35225
NC_028665	56982
NG_050148	929
NZ_CP018224	63065
NZ_CP008847	181894
NC_015511	164019
NG_047891	399
NZ_CP014746	36602
NC_019099	99331
NZ_CP009862	80186
NC_004979	1882
NZ_CP010794	94838
NC_019990	5844
NZ_CP015352	142098
NC_014385	144871
NZ_CP016918	47892
NZ_CP009070	30797
NG_049001	963
NC_014302	23727
NZ_CP015112	8682
NC_014156	6242
NC_002490	51158
NZ_CP017008	76088
NZ_CP018234	236058
NZ_CP019024	4063
NC_001772	2450
NC_016982	68798
NC_016850	32073
NZ_CP011156	435420
NG_047555	581
NG_049218	741
NC_007386	7790
NZ_CP018730	45952
NC_018674	21990
NZ_CP013764	82125
NC_017151	49961
NZ_CP005710	830
NC_017570	72392
NG_047619	833
NZ_CP014393	3125
NC_003265	38211
NZ_CP010156	4600
NZ_CP004306	18707
NC_013745	413648
NZ_CP016042	3205
NZ_CP005896	1196
NC_020984	7500
NC_025018	8989
NG_048101	1040
NZ_CP010394	13841
NZ_CP010312	242122
NC_017723	5800
NC_000923	6076
NG_047340	1046
NZ_CP015233	107530
NZ_CP013163	4433
NZ_CP014811	43433
NC_019153	162746
NZ_CP010056	169180
NZ_CP012279	38024
NC_021731	70167
NZ_CP006928	14249
NC_015166	6277
NZ_CP005787	3942
NZ_CP014817	12529
NC_016611	6900
NZ_CP010248	136889
NZ_CP015845	34684
NC_022963	37376
NC_013167	22723
NZ_CP009664	30299
NC_019300	4551
NZ_CP011284	37865
NZ_CP016206	7335
NC_009796	16457
NC_009453	112992
NZ_CP016488	27205
NC_025130	53134
NZ_LN890332	35714
NZ_CP017876	32270
NZ_CP004312	12222
NZ_CP011576	49832
NZ_CP018431	18890
NC_012151	26506
NC_004772	5252
NZ_CP005867	2399
NZ_CP004194	1482
NZ_CP018977	58431
NZ_CP009868	165878
NC_002088	4839
NC_013373	64909
NZ_CP018974	70876
NC_014757	56149
NZ_CP018694	50609
NZ_CP013536	990934
NZ_CP016932	125964
NC_010904	4715
NZ_CP016036	92009
NZ_CP006750	71523
NC_019367	35952
NZ_CP009640	85879
NG_047770	1457
NZ_CP012922	37697
NG_048707	1079
NC_015314	192355
NZ_CP006797	9610
NZ_CP016407	323122
NC_025171	7641
NZ_CP014884	70980
NZ_CP015200	16553
NC_004633	73661
NC_023902	1921
NC_020062	2083197
NZ_CP009777	212192
NZ_CP009853	56557
NZ_CP005747	60396
NC_011376	2970
NC_006904	3926
NZ_CP016004	292862
NZ_CP008987	33703
NZ_CP018999	146162
NC_013348	45052
NZ_CP015742	147896
NZ_LN868941	96708
NZ_CP018848	220688
NC_017796	28620
NC_017480	20426
NZ_CP006749	140938
NG_050547	657
NC_024982	2669
NC_015599	54205
NC_010399	50350
NZ_CP017960	27987
NG_047575	848
NC_013533	80600
NC_016108	128415
NC_017258	3645
NC_005308	7853
NZ_CP013718	7313
NZ_CP004168	36059
NZ_CP010241	62376
NZ_CP012296	40553
NC_004340	5249
NZ_CP016587	37696
NZ_CP017303	393079
NC_001388	10206
NC_022618	28743
NZ_CP012531	11297
NZ_LN831305	112459
NC_012549	3524
NC_012030	431338
NZ_CP019774	114073
NC_017639	81883
NC_008012	27048
NC_013163	23870
NZ_CP004395	135821
NC_002075	7949
NZ_CP009216	48288
NC_025098	6219
NZ_CP008850	8737
NC_010630	123028
NC_022654	144951
NZ_CP012984	209807
NC_015056	77072
NZ_CP016489	165618
NC_002760	4379
NZ_CP004264	3365
NC_010523	29924
NZ_CP009967	465970
NC_022376	8275
NC_009008	37100
NC_016607	23136
NZ_CP013160	8493
NZ_CP004322	7263
NZ_CP009971	96210
NC_025002	21001
NC_018494	3091
NC_019747	14187
NZ_CP007796	686487
NZ_CP010957	322226
NC_002070	3661
NC_004984	8018
NG_048209	1583
NC_004632	67473
NZ_CP014074	10266
NC_017017	18800
NC_019253	6037
NC_024964	3982
NC_019798	20914
NC_021876	2920
NC_007275	51711
NG_048768	1328
NZ_CP010168	48243
NC_011847	30946
NC_012112	30260
NC_001378	2083
NG_047415	1004
NZ_CP006780	71522
NG_048117	1019
NC_020276	18089
NZ_CP011615	113105
NZ_AP014952	209081
NZ_CP018460	232181
NC_001776	1485
NC_021996	4072
NC_013538	5841
NC_019390	207819
NZ_CP016368	70805
NC_001910	7967
NG_048233	1920
NT_187167	6694
NC_005006	8007
NZ_CP012707	24169
NC_010865	181251
NC_017240	30180
NZ_CP017726	58302
NZ_CP013756	63067
NZ_CP012008	87569
NC_011076	146811
NG_047595	842
NG_050488	645
NC_005911	5216
NC_011865	17849
NZ_CP009252	53466
NZ_CP013171	2458
NG_049465	822
NZ_CP015214	105292
NC_008459	41268
NC_017156	9611
NC_015334	11500
NC_019141	5718
NC_010625	1904893
NC_019248	28653
NZ_CP009591	209255
NC_019727	80757
NC_024993	2524
NG_048632	1246
NC_004429	6349
NC_012517	22534
NZ_CP017423	116799
NZ_AP014954	81481
NC_008387	69269
NC_024971	17526
NZ_LN997847	7742
NZ_CP016500	323507
NC_009671	93589
NC_012190	29429
NC_002182	7501
NC_010494	99213
NC_001381	4837
NZ_CP005701	4099
NZ_CP011517	21692
NC_016907	174494
NZ_CP019319	46261
NZ_CP010006	46634
NC_013368	6673
NG_049139	864
NC_018663	1549
NG_047838	871
NZ_CP012427	126466
NC_012149	29912
NZ_CP014630	10507
NZ_CP018981	14029
NC_020273	8009
NC_008460	120730
NZ_CP019127	65376
NC_025150	8215
NC_019052	6130
NZ_CP016601	10453
NZ_CP013790	33555
NZ_CP010408	286635
NZ_CP009703	68549
NZ_CP009457	101782
NC_005706	28185
NZ_CP016550	49695
NZ_CP019216	78443
NG_048997	963
NZ_CP016938	115648
NZ_CP005775	7078
NC_016813	24036
NC_011997	2131
NC_017458	6056
NC_032099	121262
NZ_CP015591	40712
NZ_CP009665	30223
NZ_CP010861	126126
NZ_CP012562	6141
NC_004974	5887
NC_023059	1742
NC_006871	6913
NG_047706	674
NZ_CP019193	196866
NC_005019	6293
NZ_CP018286	2024
NC_021524	2683
NZ_CP018444	5234
NZ_CP019298	95945
NZ_CP014851	112429
NZ_CP018851	213743
NC_021211	8330
NC_011873	27689
NZ_CP015128	6404
NZ_CP010990	297301
NC_010379	148780
NC_013390	6206
NT_187151	155004
NC_013300	3125
NC_007959	294829
NZ_CP007734	338850
NC_007792	37136
NZ_CP014995	109917
NC_002136	5842
NC_025004	5571
NC_018986	22715
NZ_CP018904	181326
NC_015218	12568
NC_011382	23753
NZ_CP004260	1023
NC_004930	3854
NC_025005	4752
NZ_CP016381	143348
NZ_CP015640	77900
NZ_CP017618	93055
NZ_CP009329	94803
NC_003134	96210
NC_002013	2910
NZ_CP005920	1072
NZ_CP007741	19174
NZ_CP010452	21775
NC_016862	8670
NC_009624	13425
NZ_CP014874	28996
NC_017422	17483
NC_021498	6499
NG_047806	894
NC_008489	7462
NC_012628	4031
NG_047991	1100
NZ_CP012280	25485
NG_052270	969
NZ_CP014001	38214
NC_007203	6909
NZ_CP012686	26346
NZ_CP008877	88439
NZ_CP018706	63588
NC_013374	37564
NZ_CP013740	7234
NC_012183	28035
NZ_LN890333	29494
NC_017296	191996
NC_004970	4080
NZ_AP014688	136153
NZ_CP009668	28599
NG_048850	1146
NG_048429	1544
NZ_CP010373	193908
NC_020955	7500
NC_024972	109112
NC_025029	56803
NZ_CP010358	117483
NC_002119	9957
NC_005073	210205
NC_004526	3539
NC_002524	10687
NG_048476	809
NC_017130	191419
