	target name	taccession	query name	qaccession	fE-value	fscore	fbias	dE-value	dscore	dbias	exp	reg	clu	ov	env	dom	rep	inc	description of target	qlen	plasmid ID
3220	Qnr	RF0113	ref|YP_001976181.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	quinolone resistance protein (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	218.0	NC_010993
3221	TEM	RF0126	ref|YP_008574977.1|	-	1.7999999999999995e-204	670.1	0.0	1.999999999999999e-204	669.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TEM-derived extended spectrum beta-lactamase (plasmid) [Salmonella enterica subsp. enterica serovar Derby str. T12]	286.0	NC_022376
3223	ClassD	RF0056	ref|YP_006964866.1|	-	3.2999999999999994e-109	356.9	1.9	3.6999999999999993e-109	356.8	1.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenem-hydrolyzing oxacillinase (plasmid) [Acinetobacter baumannii]	275.0	NC_019359
3224	ClassD	RF0056	ref|YP_006964874.1|	-	3.2999999999999994e-109	356.9	1.9	3.6999999999999993e-109	356.8	1.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenem-hydrolyzing oxacillinase (plasmid) [Acinetobacter baumannii]	275.0	NC_019359
3225	ClassD	RF0056	ref|YP_008090878.1|	-	3.2999999999999994e-109	356.9	1.9	3.6999999999999993e-109	356.8	1.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	OXA-72 (plasmid) [Acinetobacter baumannii]	275.0	NC_021489
3226	APH3'	RF0173	ref|YP_009066658.1|	-	2.9999999999999998e-90	295.3	0.9	3.3999999999999995e-90	295.1	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AphA6 aminoglycoside (3') phosphotransferase APH(3')-VI (plasmid) [Acinetobacter baumannii]	259.0	NC_025111
3228	APH3'	RF0173	ref|YP_009060352.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 3'-phosphotransferase (plasmid) [Acinetobacter calcoaceticus]	259.0	NC_024959
3230	NDM-CcrA	RF0108	ref|YP_009060354.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase NDM-1 (plasmid) [Acinetobacter calcoaceticus]	270.0	NC_024959
3234	AAC6-Ib	RF0005	ref|YP_007316621.1|	-	1.7999999999999995e-123	402.0	0.1	1.9999999999999998e-123	401.8	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 6'-N-acetyl transferase type Ib-cr (plasmid) [Citrobacter freundii]	172.0	NC_019983
3235	ClassD	RF0056	ref|YP_007316622.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	class D beta-lactamase (plasmid) [Citrobacter freundii]	276.0	NC_019983
3236	Chlor_Acetyltrans_CAT	RF0050	ref|YP_007316623.1|	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol acetyltransferase (plasmid) [Citrobacter freundii]	210.0	NC_019983
3237	Qnr	RF0113	ref|YP_007316633.1|	-	2.3999999999999997e-111	363.5	6.2	2.6999999999999995e-111	363.4	6.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB4 (plasmid) [Citrobacter freundii]	215.0	NC_019983
3238	DHA	RF0062	ref|YP_007316639.1|	-	1.0999999999999996e-274	902.8	8.6	1.2999999999999996e-274	902.6	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta lactamase DHA-1 (plasmid) [Citrobacter freundii]	379.0	NC_019983
3240	AAC6-Ib	RF0005	ref|YP_007316643.1|	-	1.7999999999999995e-123	402.0	0.1	1.9999999999999998e-123	401.8	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 6'-N-acetyl transferase type Ib-cr (plasmid) [Citrobacter freundii]	172.0	NC_019984
3241	ClassD	RF0056	ref|YP_007316644.1|	-	2.4999999999999998e-85	278.6	4.2	3.0999999999999997e-85	278.3	4.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	class D beta-lactamase (plasmid) [Citrobacter freundii]	276.0	NC_019984
3242	Chlor_Acetyltrans_CAT	RF0050	ref|YP_007316645.1|	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol acetyltransferase (plasmid) [Citrobacter freundii]	210.0	NC_019984
3243	Qnr	RF0113	ref|YP_007316655.1|	-	2.3999999999999997e-111	363.5	6.2	2.6999999999999995e-111	363.4	6.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB4 (plasmid) [Citrobacter freundii]	215.0	NC_019984
3244	DHA	RF0062	ref|YP_007316661.1|	-	1.0999999999999996e-274	902.8	8.6	1.2999999999999996e-274	902.6	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta lactamase DHA-1 (plasmid) [Citrobacter freundii]	379.0	NC_019984
3246	Chlor_Efflux_Pump	RF0051	ref|YP_007316693.1|	-	2.3999999999999995e-168	553.2	39.3	2.7999999999999993e-168	553.0	39.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol resistance protein (plasmid) [Citrobacter freundii]	390.0	NC_019991
3247	ClassD	RF0056	ref|YP_007316694.1|	-	1.899999999999999e-104	341.4	0.8	1.9999999999999995e-104	341.2	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Oxa10 (plasmid) [Citrobacter freundii]	266.0	NC_019991
3248	ANT3	RF0027	ref|YP_007316695.1|	-	4.3999999999999984e-169	553.4	1.2	4.899999999999998e-169	553.2	1.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aadA1 (plasmid) [Citrobacter freundii]	263.0	NC_019991
3250	Qnr	RF0113	ref|YP_007316704.1|	-	2.3999999999999997e-111	363.5	6.2	2.6999999999999995e-111	363.4	6.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB4 (plasmid) [Citrobacter freundii]	215.0	NC_019991
3251	DHA	RF0062	ref|YP_007316710.1|	-	1.0999999999999996e-274	902.8	8.6	1.2999999999999996e-274	902.6	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta lactamase DHA-1 (plasmid) [Citrobacter freundii]	379.0	NC_019991
3253	ClassD	RF0056	ref|YP_009163962.1|	-	2.799999999999999e-108	353.9	2.7	3.0999999999999994e-108	353.7	2.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenemase OXA-181 (plasmid) [Citrobacter freundii]	265.0	NC_020123
3254	ClassD	RF0056	ref|YP_005473813.1|	-	9.999999999999997e-104	339.0	0.6	1.0999999999999998e-103	338.8	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	OXA-10 oxacillinase (plasmid) [Enterobacter cloacae]	266.0	NC_017097
3255	AAC6-Ib	RF0005	ref|YP_005473814.1|	-	1.5999999999999995e-133	434.8	0.1	1.7999999999999994e-133	434.6	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AAC(6')-Ib protein (plasmid) [Enterobacter cloacae]	184.0	NC_017097
3256	VIM	RF0162	ref|YP_009062157.1|	-	2.999999999999999e-181	593.3	2.7	3.399999999999999e-181	593.2	2.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	metallo-beta-lactamase VIM-1 (plasmid) [Enterobacter cloacae]	266.0	NC_024987
3260	AAC6-Ib	RF0005	ref|YP_009062819.1|	-	9.599999999999998e-133	432.2	0.1	1.0999999999999998e-132	432.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib (plasmid) [Enterobacter cloacae]	225.0	NC_025003
3261	Erm23S_rRNA_methyltrans	RF0067	ref|YP_007947671.1|	-	1.7999999999999997e-89	292.3	0.7	1.8999999999999997e-89	292.2	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	erythromycin ribosome methylase (plasmid) [[Haemophilus] parasuis]	244.0	NC_021185
3262	ClassA	RF0053	ref|YP_007947672.1|	-	1.4999999999999997e-98	322.2	1.2	1.9999999999999996e-98	321.9	1.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Rob-1 (plasmid) [[Haemophilus] parasuis]	305.0	NC_021185
3264	Cfr23_rRNA_methyltrans	RF0048	ref|YP_007988851.1|	-	5.399999999999998e-163	535.4	0.7	5.999999999999998e-163	535.3	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	23S rRNA methylase (plasmid) [Staphylococcus aureus]	349.0	NC_021230
3265	blaI	RF0042	ref|YP_008709797.1|	-	3.399999999999999e-85	275.3	15.8	3.8e-85	275.2	15.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase repressor (plasmid) [Staphylococcus aureus]	126.0	NC_022598
3266	blaR1	RF0043	ref|YP_008709798.1|	-	0.0	1344.8	61.5	0.0	1344.7	61.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase regulatory protein (plasmid) [Staphylococcus aureus]	599.0	NC_022598
3267	PC1	RF0111	ref|YP_008709799.1|	-	1.9999999999999996e-184	604.1	21.3	2.299999999999999e-184	603.9	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_022598
3269	APH3	RF0033	ref|YP_008709805.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	bifunctional AAC(6')/APH(2'):6'-aminoglycoside N-acetyltransferase and 2'-aminoglycoside phosphotransferase (plasmid) [Staphylococcus aureus]	479.0	NC_022598
3270	ANT9	RF0030	ref|YP_009000614.1|	-	6.099999999999998e-81	264.4	5.1	7.199999999999999e-81	264.1	5.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	spectinomycin resistance gene (plasmid) [Staphylococcus aureus]	257.0	NC_023385
3271	Erm23S_rRNA_methyltrans	RF0067	ref|YP_009061010.1|	-	1.9999999999999996e-90	295.4	0.6	2.2e-90	295.3	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ermT (plasmid) [Streptococcus agalactiae]	244.0	NC_024973
3272	vanZ	RF0160	ref|YP_007908265.1|	-	3.1999999999999993e-103	335.5	18.6	3.5999999999999993e-103	335.3	18.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	teicoplanin resistance protein (plasmid) [Enterococcus faecium]	161.0	NC_021170
3273	vanY	RF0159	ref|YP_007908266.1|	-	1.5999999999999995e-127	418.0	4.8	2.0999999999999993e-127	417.7	4.8	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	truncated carboxypeptidase (plasmid) [Enterococcus faecium]	303.0	NC_021170
3274	vanX	RF0158	ref|YP_007908267.1|	-	1.3999999999999997e-116	380.2	0.1	1.4999999999999996e-116	380.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	D-Ala-D-Ala dipeptidase (plasmid) [Enterococcus faecium]	202.0	NC_021170
3275	vanA	RF0149	ref|YP_007908268.1|	-	4.9999999999999974e-244	801.3	0.7	5.599999999999997e-244	801.2	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	D-Ala-D-Lac ligase (plasmid) [Enterococcus faecium]	343.0	NC_021170
3276	vanH	RF0153	ref|YP_007908269.1|	-	2.2999999999999988e-196	644.0	0.7	2.499999999999999e-196	643.9	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	pyruvate dehydrogenase (plasmid) [Enterococcus faecium]	322.0	NC_021170
3277	APH3'	RF0173	ref|YP_007908271.1|	-	2.899999999999999e-112	367.4	0.3	3.2999999999999987e-112	367.3	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside phosphotransferase (plasmid) [Enterococcus faecium]	261.0	NC_021170
3279	ANT6	RF0029	ref|YP_007908273.1|	-	5.899999999999998e-173	566.7	9.7	6.2999999999999975e-173	566.6	9.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	treptothricin acetyltransferase (plasmid) [Enterococcus faecium]	302.0	NC_021170
3281	ErmB	RF0070	ref|YP_007908279.1|	-	1.0999999999999996e-173	568.2	16.1	1.1999999999999995e-173	568.0	16.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	erythromycin resistance methylase (plasmid) [Enterococcus faecium]	245.0	NC_021170
3283	tet_MFS_efflux	RF0134	ref|YP_008679655.1|	-	9.799999999999998e-107	350.1	36.3	1.0999999999999997e-106	349.9	36.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Paenibacillus larvae]	460.0	NC_022573
3285	tet_MFS_efflux	RF0134	ref|YP_008679660.1|	-	9.799999999999998e-107	350.1	36.3	1.0999999999999997e-106	349.9	36.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Paenibacillus larvae]	460.0	NC_022574
3287	tet_MFS_efflux	RF0134	ref|YP_008682872.1|	-	9.799999999999998e-107	350.1	36.3	1.0999999999999997e-106	349.9	36.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Paenibacillus larvae]	460.0	NC_022577
3289	APH3'	RF0173	ref|YP_009062716.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 3'-phosphotransferase type 6 (plasmid) [Acinetobacter junii]	259.0	NC_024999
3291	NDM-CcrA	RF0108	ref|YP_009062718.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	metallo-beta-lactamase (plasmid) [Acinetobacter junii]	270.0	NC_024999
3295	Qnr	RF0113	ref|YP_006955493.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrS protein (plasmid) [Salmonella enterica subsp. enterica]	218.0	NC_019110
3296	AAC6-Ib	RF0005	ref|YP_006957899.1|	-	1.4999999999999996e-129	421.9	0.1	1.6999999999999997e-129	421.6	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 6'-N-acetyltransferase type Ib-cr, AAC(6')-Ib-cr4 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]	225.0	NC_019133
3297	APH3'	RF0173	ref|YP_008998189.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 3'-phosphotransferase (plasmid) [Acinetobacter bereziniae]	259.0	NC_023322
3299	NDM-CcrA	RF0108	ref|YP_008998191.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	New Delhi metal-beta-lactamase enzyme (plasmid) [Acinetobacter bereziniae]	270.0	NC_023322
3303	ANT3	RF0027	ref|YP_007173665.1|	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside-adenylyltransferase (plasmid) [bacterium 36B]	263.0	NC_019783
3305	CTXM	RF0059	ref|YP_009023811.1|	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	extended spectrum beta-lactamase (plasmid) [Escherichia coli H89]	291.0	NC_023916
3307	CTXM	RF0059	ref|YP_006954479.1|	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CTX-M-1 (plasmid) [Escherichia coli]	291.0	NC_019098
3309	MFS_efflux	RF0104	ref|YP_007447509.1|	-	3.799999999999999e-125	410.8	52.9	4.2999999999999997e-125	410.6	52.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	quinolone efflux pump (plasmid) [Escherichia coli]	511.0	NC_020278
3310	16S_rRNA_methyltrans	RF0001	ref|YP_007447511.1|	-	2.8999999999999988e-145	475.3	0.0	3.299999999999999e-145	475.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	16S rRNA methylase (plasmid) [Escherichia coli]	251.0	NC_020278
3312	TEM	RF0126	ref|YP_007447512.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Escherichia coli]	286.0	NC_020278
3314	AAC6-Ib	RF0005	ref|YP_008574820.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside N(6')-acetyltransferase (plasmid) [Escherichia coli]	199.0	NC_022374
3315	ClassD	RF0056	ref|YP_008574821.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	class D beta-lactamase OXA-1 (plasmid) [Escherichia coli]	276.0	NC_022374
3316	Chlor_Acetyltrans_CAT	RF0050	ref|YP_008574822.1|	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol acetyltransferase (plasmid) [Escherichia coli]	210.0	NC_022374
3317	TetA	RF0127	ref|YP_008574854.1|	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Tetracycline efflux protein TetA (plasmid) [Escherichia coli]	399.0	NC_022374
3320	Chlor_Efflux_Pump	RF0051	ref|YP_008574993.1|	-	1.5999999999999995e-167	550.6	48.1	1.699999999999999e-167	550.4	48.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	florfenicol/ chloramphenicol export protein FloR (plasmid) [Escherichia coli]	404.0	NC_022377
3321	TetA	RF0127	ref|YP_008574995.1|	-	3.099999999999999e-214	704.0	22.7	3.499999999999999e-214	703.9	22.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline efflux protein TetA (plasmid) [Escherichia coli]	424.0	NC_022377
3324	APH6	RF0034	ref|YP_008574997.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase, StrB (plasmid) [Escherichia coli]	278.0	NC_022377
3325	APH3''	RF0172	ref|YP_008574998.1|	-	4.4999999999999987e-98	320.7	0.2	4.9999999999999995e-98	320.6	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase, StrA (plasmid) [Escherichia coli]	163.0	NC_022377
3327	Cfr23_rRNA_methyltrans	RF0048	ref|YP_008575034.1|	-	5.399999999999998e-163	535.4	0.7	5.999999999999998e-163	535.3	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	florfenicol/chloramphenicol resistance protein (plasmid) [Escherichia coli]	349.0	NC_022377
3328	TetA-B	RF0128	ref|YP_008995191.1|	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetB (plasmid) [Escherichia coli]	401.0	NC_023277
3331	APH3	RF0033	ref|YP_008995202.1|	-	1.1999999999999996e-146	479.9	0.0	1.3e-146	479.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aph(3')-I (plasmid) [Escherichia coli]	271.0	NC_023277
3333	APH6	RF0034	ref|YP_008995204.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB (plasmid) [Escherichia coli]	278.0	NC_023277
3334	APH3''	RF0172	ref|YP_008995205.1|	-	4.4999999999999987e-98	320.7	0.2	4.9999999999999995e-98	320.6	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrA (plasmid) [Escherichia coli]	163.0	NC_023277
3336	TEM	RF0126	ref|YP_008995211.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TEM-1 (plasmid) [Escherichia coli]	286.0	NC_023277
3338	Qnr	RF0113	ref|YP_008995251.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrS1 (plasmid) [Escherichia coli]	218.0	NC_023277
3339	CTXM	RF0059	ref|YP_008995260.1|	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CTX-M-1 (plasmid) [Escherichia coli]	291.0	NC_023277
3341	AAC3	RF0002	ref|YP_008995265.1|	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AAC(3)-IId (plasmid) [Escherichia coli]	286.0	NC_023277
3342	Chlor_Acetyltrans_CAT	RF0050	ref|YP_008995272.1|	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CatA1 (plasmid) [Escherichia coli]	219.0	NC_023277
3343	TetA-B	RF0128	ref|YP_008997394.1|	-	6.899999999999998e-278	913.8	30.6	7.699999999999995e-278	913.6	30.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetB (plasmid) [Escherichia coli]	401.0	NC_023289
3346	APH3	RF0033	ref|YP_008997405.1|	-	1.1999999999999996e-146	479.9	0.0	1.3e-146	479.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aph(3')-I (plasmid) [Escherichia coli]	271.0	NC_023289
3348	APH6	RF0034	ref|YP_008997407.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB (plasmid) [Escherichia coli]	278.0	NC_023289
3349	APH3''	RF0172	ref|YP_008997408.1|	-	4.4999999999999987e-98	320.7	0.2	4.9999999999999995e-98	320.6	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrA (plasmid) [Escherichia coli]	163.0	NC_023289
3351	CTXM	RF0059	ref|YP_008997418.1|	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CTX-M-1 (plasmid) [Escherichia coli]	291.0	NC_023289
3353	AAC3	RF0002	ref|YP_008997423.1|	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AAC(3)-IId (plasmid) [Escherichia coli]	286.0	NC_023289
3354	Chlor_Acetyltrans_CAT	RF0050	ref|YP_008997430.1|	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CatA1 (plasmid) [Escherichia coli]	219.0	NC_023289
3355	CTXM	RF0059	ref|YP_008998816.1|	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	CTX-M-1 (plasmid) [Escherichia coli]	291.0	NC_023329
3357	KPC	RF0083	ref|YP_009022935.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	KPC-2 (plasmid) [Escherichia coli]	293.0	NC_023907
3359	NDM-CcrA	RF0108	ref|YP_009059936.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	NDM-1 (plasmid) [Escherichia coli]	270.0	NC_024954
3363	SHV-LEN	RF0119	ref|YP_009060530.1|	-	8.399999999999996e-204	667.9	2.6	9.399999999999997e-204	667.7	2.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	SHV-12 beta-lactamase (plasmid) [Escherichia coli]	288.0	NC_024967
3365	Qnr	RF0113	ref|YP_009060575.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrS1 (plasmid) [Escherichia coli]	218.0	NC_024967
3366	ClassA	RF0053	ref|YP_009060579.1|	-	1.0999999999999996e-111	365.3	0.0	1.1999999999999998e-111	365.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	LAP-1 beta-lactamase (plasmid) [Escherichia coli]	285.0	NC_024967
3367	TEM	RF0126	ref|YP_009060580.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TEM-1 beta-lactamse (plasmid) [Escherichia coli]	286.0	NC_024967
3369	KPC	RF0083	ref|YP_009060587.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	KPC-2 beta-lactamase (plasmid) [Escherichia coli]	293.0	NC_024967
3371	Qnr	RF0113	ref|YP_009071439.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrS1 (plasmid) [Escherichia coli]	218.0	NC_025182
3372	TetA	RF0127	ref|YP_009071447.1|	-	4.099999999999998e-214	703.6	23.3	4.699999999999998e-214	703.4	23.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetA (plasmid) [Escherichia coli]	424.0	NC_025182
3375	KPC	RF0083	ref|YP_006959213.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenem-hydrolyzing beta-lactamase KPC-2 (plasmid) [Klebsiella pneumoniae]	293.0	NC_019161
3377	KPC	RF0083	ref|YP_007366474.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenem-hydrolyzing beta-lactamase KPC-2 (plasmid) [Klebsiella pneumoniae]	293.0	NC_020132
3379	APH3'	RF0173	ref|YP_007936896.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	3'-aminoglycoside_phosphotransferase (plasmid) [Klebsiella pneumoniae]	259.0	NC_021180
