	locus	Genus	Species	environment	character	IS26	length	CDS
9579	enhanced biological phosphorus removal (EBPR) wastewater treatment bioreactor			SAMN02598465				
9580	enhanced biological phosphorus removal (EBPR) wastewater treatment bioreactor			SAMN02598465				
9581	Acidic wetlands			SAMN02232051				
9582	Acidic wetlands			SAMN02232051				
9583	Acidic wetlands			SAMN02232051				
9584	Ovary			SAMD00013603				
9585	Ovary			SAMD00013603				
9586	Soil, Salinewater			SAMN02232028				
9587	Soil, Salinewater			SAMN02232028				
9588	Soil, Salinewater			SAMN02232028				
9589	cropland			SAMN02644441				
9590	cropland			SAMN02644441				
9591	cropland			SAMN02644441				
9592	cropland			SAMN02644441				
9593	cropland			SAMN02644441				
9594	Hydrothermal vent, Deep sea, Fresh water			SAMN00100784				
9595	sewage pipe in Hamburg Germany			SAMN02598504				
9596	sewage pipe in Hamburg Germany			SAMN02598504				
9597	Acid mine			SAMN00013395				
9598	Acid mine			SAMN00013395				
9599	Acid mine			SAMN00013395				
9600	Acid mine			SAMN00013395				
9601	Acid mine			SAMN00013395				
9602	Fresh water, Hot spring			SAMN00713574				
9603	Fresh water, Hot spring			SAMN00138929				
9604	Fresh water, Hot spring			SAMN00713632				
9605	Fresh water, Hot spring			SAMN02261423				
9606	Fresh water, Hot spring			SAMN02261423				
9607	Surface water			SAMN02598463				
9608	Lassen National Park in California			SAMN02598413				
9609	Animal intestinal microflora, Fresh water, Mud, Sea water, Soil			SAMN00002688				
9610	Host, Rhizosphere, Rhizosphere-colonizing			SAMN00713584				
9611	Deep sea, Fresh water, Hydrothermal vent, Marine			SAMN00713575				
9612	Hot spring from Portugal			SAMN02598469				
9613	Hot spring from Portugal			SAMN02598469				
9614	Ditch water			SAMN02598487				
9615	Ditch water			SAMN02598487				
9616	Hot spring			SAMN00713564				
9617	Chicken leg joint			SAMN02743857				
9618	Saline sediment from Retba Lake in Senegal Africa			SAMN02598459				
9619	Blood			SAMEA4378819				
9620	termite intestine			SAMN02598468				
9621	termite intestine			SAMN02598468				
9622	Fresh water, Ponds			SAMN02261380				
9623	Fresh water, Fresh water, Sediment			SAMN02261367				
9624	human-gut			SAMEA4560778				
9625	Neutral volcanic hot spring			SAMN02598268				
9626	NZ_CP019017.1					Present		
9627	NZ_CP019014.1					Present		
9628	NZ_CP018994.1					Present		
9629	NZ_CP018992.1					Present		
9630	NZ_CP018964.1					Present		
9631	NZ_CP018999.1					Present		
9632	NZ_CP018998.1					Present		
9633	NZ_CP018982.1					Present		
9634	NZ_CP018978.1					Present		
9635	NZ_CP018951.1					Present		
9636	NZ_CP018961.1					Present		
9637	NZ_CP018960.1					Present		
9638	NZ_CP019001.1					Present		
9639	NZ_CP018974.1					Present		
9640	NZ_CP018969.1					Present		
9641	NZ_CP018947.1					Present		
9642	NZ_CP019011.1					Present		
9643	NZ_CP019009.1					Present		
9644	NZ_CP018990.1					Present		
9645	NZ_CP018989.1					Present		
9646	NZ_CP018956.1					Present		
9647	NZ_CP018955.1					Present		
9648	NZ_CP018954.1					Present		
9649	NZ_CP015977.1					Present		
9650	NZ_CP019910.1					Present		
9651	NZ_CP019908.1					Present		
9652	NZ_CP019905.1					Present		
9653	NZ_CP019904.1					Present		
9654	NZ_CP018773.1					Present		
9655	NZ_CP019444.1					Present		
9656	NZ_CP019443.1					Present		
9657	NZ_CP016409.1					Present		
9658	NZ_CP016413.1					Present		
9659	NZ_CP016411.1					Present		
9660	NZ_CP016407.1					Present		
9661	NZ_CP016013.1					Present		
9662	NZ_CP019774.1					Present		
9663	NZ_CP019773.1					Present		
9664	NZ_CP016389.1					Present		
9665	NZ_CP016526.1					Present		
9666	NZ_CP012397.1					Present		
9667	NZ_CP015725.1					Present		
9668	NZ_CP014978.1					Present		
9669	NZ_CP014658.1					Present		
9670	NZ_CP009570.1					Present		
9671	NZ_CP012931.1					Present		
9672	NZ_CP009767.1					Present		
9673	NZ_CP012683.1					Present		
9674	NZ_CP012682.1					Present		
9675	NZ_CP011429.1					Present		
9676	NZ_CP009567.1					Present		
9677	NZ_CP009409.2					Present		
9678	NC_021811.1					Present		
9679	NC_021155.1					Present		
9680	NC_016861.1					Present		
9681	NC_011092.1					Present		
9682	NC_006856.1					Present		
9683	NC_009140.1					Present		
9684	NZ_CP019214.1					Present		
9685	NZ_CP017633.1					Present		
9686	NZ_CP017632.1					Present		
9687	NZ_CP017246.1					Present		
9688	NZ_CP010138.1					Present		
9689	NZ_CP010239.1					Present		
9690	NZ_CP010234.1					Present		
9691	NZ_CP010233.1					Present		
9692	NZ_CP010232.1					Present		
9693	NZ_CP010243.1					Present		
9694	NZ_CP010174.1					Present		
9695	NZ_CP010147.1					Present		
9696	NZ_CP010146.1					Present		
9697	NZ_CP010130.1					Present		
9698	NZ_CP010168.1					Present		
9699	NZ_CP010164.1					Present		
9700	NZ_CP018105.1					Present		
9701	NZ_CP018104.1					Present		
9702	NZ_CP018207.1					Present		
9703	NZ_CP018111.1					Present		
9704	NZ_CP018110.1					Present		
9705	NZ_CP018123.1					Present		
9706	NZ_CP018122.1					Present		
9707	NZ_CP018117.1					Present		
9708	NZ_CP018116.1					Present		
9709	NZ_LT632321.1					Present		
9710	NZ_CP008715.1					Present		
9711	NZ_CP015836.1					Present		
9712	NZ_CP016550.1					Present		
9713	NZ_CP016036.1					Present		
9714	NZ_CP016035.1					Present		
9715	NZ_CP015160.1					Present		
9716	NZ_CP015833.1					Present		
9717	NZ_CP015071.1					Present		
9718	NZ_CP015140.1					Present		
9719	NZ_CP015077.1					Present		
9720	NZ_CP011064.1					Present		
9721	NZ_CP011062.1					Present		
9722	NZ_CP012754.1					Present		
9723	NZ_CP014321.1					Present		
9724	NZ_CP014320.1					Present		
9725	NZ_LN824138.1					Present		
9726	NZ_LN824135.1					Present		
9727	NZ_CP011493.1					Present		
9728	NZ_CP014524.1					Present		
9729	NZ_CP014498.1					Present		
9730	NZ_CP014489.1					Present		
9731	NZ_CP013832.1					Present		
9732	NZ_CP013833.1					Present		
9733	NZ_CP013657.1					Present		
9734	NZ_CP013024.1					Present		
9735	NZ_CP012626.1					Present		
9736	NZ_CP012636.1					Present		
9737	NZ_CP006642.1					Present		
9738	NZ_HG941719.1					Present		
9739	NZ_CP011418.1					Present		
9740	NZ_CP011135.1					Present		
9741	NZ_CP006635.1					Present		
9742	NZ_CP010373.2					Present		
9743	NZ_CP010372.1					Present		
9744	NZ_CP010881.1					Present		
9745	NZ_CP009862.1					Present		
9746	NZ_CP009860.1					Present		
9747	NZ_CP009580.1					Present		
9748	NZ_CP009579.1					Present		
9749	NZ_CP007137.1					Present		
9750	NZ_CP006029.1					Present		
9751	NC_022651.1					Present		
9752	NZ_CP018426.1					Present		
9753	NZ_CP018424.1					Present		
9754	NZ_CP018436.1					Present		
9755	NZ_CP018435.1					Present		
9756	NZ_CP018434.1					Present		
9757	NZ_CP018432.1					Present		
9758	NZ_CP018431.1					Present		
9759	NZ_CP018430.1					Present		
9760	NC_017645.1					Present		
9761	NZ_CP015397.1					Present		
9762	NZ_CP015396.1					Present		
9763	NZ_CP015395.1					Present		
9764	NC_009838.1					Present		
9765	NC_011419.1					Present		
9766	NC_010488.1					Present		
9767	NZ_CP015383.1					Present		
9768	NZ_CP017283.1					Present		
9769	NZ_CP017287.1					Present		
9770	NZ_CP017285.1					Present		
9771	NC_013365.1					Present		
9772	NZ_CP015391.1					Present		
9773	NZ_CP015389.1					Present		
9774	NZ_CP015388.1					Present		
9775	NZ_CP015387.1					Present		
9776	NZ_CP017989.1					Present		
9777	NZ_CP017987.1					Present		
9778	NZ_CP018318.1					Present		
9779	NZ_CP018316.1					Present		
9780	NZ_CP017852.1					Present		
9781	NZ_CP017850.1					Present		
9782	NZ_CP018724.1					Present		
9783	NZ_CP018722.1					Present		
9784	NZ_CP018718.1					Present		
9785	NZ_CP018716.1					Present		
9786	NZ_CP018818.1					Present		
9787	NZ_CP018693.1					Present		
9788	NZ_CP018669.1					Present		
9789	NZ_CP018711.1					Present		
9790	NZ_CP018710.1					Present		
9791	NZ_CP018737.1					Present		
9792	NZ_CP018705.1					Present		
9793	NZ_CP018704.1					Present		
9794	NZ_CP018699.1					Present		
9795	NZ_CP018698.1					Present		
9796	NZ_CP018691.1					Present		
9797	NZ_CP018689.1					Present		
9798	NZ_CP018442.1					Present		
9799	NZ_CP018441.1					Present		
9800	NZ_CP018343.1					Present		
9801	NZ_CP018341.1					Present		
9802	NZ_CP018365.1					Present		
9803	NZ_CP018354.1					Present		
9804	NZ_CP018353.1					Present		
9805	NZ_CP018452.1					Present		
9806	NZ_CP018451.1					Present		
9807	NZ_CP018449.1					Present		
9808	NZ_CP018448.1					Present		
9809	NZ_CP018455.1					Present		
9810	NZ_CP018460.1					Present		
9811	NZ_CP017932.1					Present		
9812	NZ_CP017930.1					Present		
9813	NZ_CP012428.1					Present		
9814	NZ_CP011839.1					Present		
9815	NZ_CP017936.1					Present		
9816	NZ_CP017935.1					Present		
9817	NZ_CP016927.1					Present		
9818	NZ_CP016925.1					Present		
9819	NZ_CP017387.1					Present		
9820	NZ_CP017386.1					Present		
9821	NZ_CP012572.1					Present		
9822	NZ_CP012571.1					Present		
9823	NZ_CP012567.1					Present		
9824	NZ_CP012566.1					Present		
9825	NZ_CP012564.1					Present		
9826	NZ_CP016921.1					Present		
9827	NZ_CP016919.1					Present		
9828	NZ_CP016812.1					Present		
9829	NZ_CP016810.1					Present		
9830	NZ_CP015823.1					Present		
9831	NZ_CP017452.1					Present		
9832	NZ_CP017451.1					Present		
9833	NZ_CP014650.1					Present		
9834	NZ_CP014648.1					Present		
9835	NZ_CP014763.1					Present		
9836	NZ_CP015026.1					Present		
9837	NZ_CP015991.1					Present		
9838	NZ_CP015132.1					Present		
9839	NZ_CP015131.1					Present		
9840	NZ_CP011984.1					Present		
9841	NZ_CP011983.1					Present		
9842	NZ_CP011982.1					Present		
9843	NZ_CP011981.1					Present		
9844	NZ_CP015503.1					Present		
9845	NZ_CP015502.1					Present		
9846	NZ_CP012993.2					Present		
9847	NZ_CP012988.3					Present		
9848	NZ_AP014952.1					Present		
9849	NZ_CP014005.1					Present		
9850	NZ_CP006663.1					Present		
9851	NZ_CP006662.2					Present		
9852	NZ_CP013323.1					Present		
9853	NZ_CP011993.1					Present		
9854	NZ_CP011992.1					Present		
9855	NZ_CP011991.1					Present		
9856	NZ_CP011990.1					Present		
9857	NZ_CP011979.1					Present		
9858	NZ_CP011977.1					Present		
9859	NZ_CP011988.1					Present		
9860	NZ_CP011987.1					Present		
9861	NZ_CP011986.1					Present		
9862	NZ_CP009778.1					Present		
9863	NZ_CP009777.1					Present		
9864	NZ_CP009776.1					Present		
9865	NZ_CP006801.1					Present		
9866	NZ_CP006799.1					Present		
9867	NZ_CP009773.1					Present		
9868	NZ_CP011617.1					Present		
9869	NZ_CP011614.1					Present		
9870	NZ_CP011596.1					Present		
9871	NZ_CP011593.1					Present		
9872	NZ_CP011623.1					Present		
9873	NZ_CP011577.1					Present		
9874	NZ_CP011576.1					Present		
9875	NZ_CP011633.1					Present		
9876	NZ_CP011630.1					Present		
9877	NZ_CP011646.1					Present		
9878	NZ_CP011314.1					Present		
9879	NZ_CP010575.1					Present		
9880	NZ_CP010574.1					Present		
9881	NZ_CP010396.1					Present		
9882	NZ_CP010395.1					Present		
9883	NZ_CP010394.1					Present		
9884	NZ_CP010393.1					Present		
9885	NZ_CP010362.1					Present		
9886	NZ_CP010391.1					Present		
9887	NZ_CP010390.1					Present		
9888	NZ_CP008843.1					Present		
9889	NZ_CP008842.1					Present		
9890	NZ_CP009864.1					Present		
9891	NZ_CP009875.1					Present		
9892	NZ_CP009873.1					Present		
9893	NZ_CP008933.1					Present		
9894	NZ_CP008930.1					Present		
9895	NZ_CP007730.1					Present		
9896	NZ_CP007729.1					Present		
9897	NZ_CP007728.1					Present		
9898	NZ_CP008791.1					Present		
9899	NZ_CP008790.1					Present		
9900	NZ_CP008789.1					Present		
9901	NZ_CP008799.1					Present		
9902	NZ_CP008798.1					Present		
9903	NZ_CP009879.1					Present		
9904	NZ_CP007736.1					Present		
9905	NZ_CP007734.1					Present		
9906	NZ_CP007733.1					Present		
9907	NZ_CP007732.1					Present		
9908	NZ_CP008833.1					Present		
9909	NZ_CP008832.1					Present		
9910	NZ_CP008830.1					Present		
9911	NZ_CP008829.1					Present		
9912	NZ_CP008828.1					Present		
9913	NZ_CP006926.1					Present		
9914	NZ_CP006922.1					Present		
9915	NZ_CP006919.1					Present		
9916	NC_021501.1					Present		
9917	NC_018107.1					Present		
9918	NC_009651.1					Present		
9919	NC_009650.1					Present		
9920	NZ_CP004000.1					Present		
9921	NZ_CP003998.1					Present		
9922	NC_022078.1					Present		
9923	NZ_CP018815.1					Present		
9924	NZ_CP016215.1					Present		
9925	NZ_CP015623.1					Present		
9926	NZ_CP017055.1					Present		
9927	NC_032103.1					Present		
9928	NC_009141.1					Present		
9929	NZ_CP017059.1					Present		
9930	NZ_CP017058.1					Present		
9931	NC_021492.1					Present		
9932	NZ_CP016764.1					Present		
9933	NZ_CP016763.1					Present		
9934	NZ_CP009853.1					Present		
9935	NZ_CP009852.1					Present		
9936	NZ_CP012169.1					Present		
9937	NZ_CP012168.1					Present		
9938	NZ_CP007558.1					Present		
9939	NZ_CP014069.1					Present		
9940	NZ_CP012170.1					Present		
9941	NZ_CP010363.1					Present		
9942	NZ_CP009870.1					Present		
9943	NZ_CP009869.1					Present		
9944	NZ_CP009868.1					Present		
9945	NZ_CP009867.1					Present		
9946	NZ_CP009884.1					Present		
9947	NZ_CP009883.1					Present		
9948	NZ_CP009881.1					Present		
9949	NZ_CP008908.1					Present		
9950	NZ_CP008906.1					Present		
9951	NZ_CP008901.1					Present		
9952	NZ_CP008899.1					Present		
9953	NZ_CP008898.1					Present		
9954	NZ_CP009858.1					Present		
9955	NZ_CP009857.1					Present		
9956	NZ_CP009856.1					Present		
9957	NZ_CP011611.1					Present		
9958	NZ_CP011610.1					Present		
9959	NZ_CP011601.1					Present		
9960	NZ_CP011589.1					Present		
9961	NZ_CP011587.1					Present		
9962	NZ_CP011639.1					Present		
9963	NZ_CP011654.1					Present		
9964	NZ_CP011653.1					Present		
9965	NZ_CP008825.1					Present		
9966	NZ_CP008824.1					Present		
9967	NZ_CP017782.1					Present		
9968	NC_014107.1					Present		
9969	NC_017659.1					Present		
9970	NC_016846.1					Present		
9971	NC_016839.1					Present		
9972	NC_003384.1					Present		
9973	NZ_CP016381.1					Present		
9974	NZ_CP014493.1					Present		
9975	NZ_CP012139.1					Present		
9976	NZ_CP012143.1					Present		
9977	NZ_CP012141.1					Present		
9978	NZ_CP014775.1					Present		
9979	NZ_CP012956.1					Present		
9980	NC_023330.1					Present		
9981	NC_020087.1					Present		
9982	NC_020086.1					Present		
9983	NC_010558.1					Present		
9984	NC_025106.1					Present		
9985	NC_024983.1					Present		
9986	NC_023290.1					Present		
9987	NC_023276.1					Present		
9988	NC_023275.1					Present		
9989	NC_022522.2					Present		
9990	NC_019424.1					Present		
9991	NC_023898.1					Present		
9992	NC_021667.1					Present		
9993	NC_021666.1					Present		
9994	NC_021655.1					Present		
9995	NC_021654.1					Present		
9996	NC_021180.1					Present		
9997	NC_020132.1					Present		
9998	NC_019161.1					Present		
9999	NC_025182.1					Present		
10000	NC_024967.1					Present		
10001	NC_023907.1					Present		
10002	NC_023289.2					Present		
10003	NC_023277.2					Present		
10004	NC_020278.2					Present		
10005	NC_019098.1					Present		
10006	NC_010119.1					Present		
10007	NC_009981.1					Present		
10008	NC_019107.1					Present		
10009	NC_019105.1					Present		
10010	NC_013437.1					Present		
10011	NC_006816.1					Present		
10012	NC_003292.1					Present		
10013	NC_019124.1					Present		
10014	NC_012693.1					Present		
10015	NC_019137.1					Present		
10016	NC_019122.1					Present		
10017	NC_019116.1					Present		
10018	NC_024955.2					Present		
10019	NZ_CP012007.1					Present		
10020	NZ_AP014650.1					Present		
10021	NC_019906.1					Present		
10022	NZ_CP007636.1					Present		
10023	NZ_CP009563.1					Present		
10024	NZ_CP009564.1					Present		
10025	NZ_CP009560.1					Present		
10026	NZ_CP009562.1					Present		
10027	NC_024979.1					Present		
10028	NC_024977.1					Present		
10029	NC_025176.1					Present		
10030	NC_025166.1					Present		
10031	NC_025143.1					Present		
10032	NC_025142.1					Present		
10033	NC_025187.1					Present		
10034	NC_025186.1					Present		
10035	NC_025185.1					Present		
10036	NC_025184.1					Present		
10037	NC_025175.1					Present		
10038	NC_025183.1					Present		
10039	NC_025167.1					Present		
10040	NC_025144.1					Present		
10041	NC_025141.1					Present		
10042	NC_025138.1					Present		
10043	NC_025131.1					Present		
10044	NC_025130.1					Present		
10045	NC_024997.1					Present		
10046	NC_025019.1					Present		
10047	NC_024974.1					Present		
10048	NC_014725.1					Present		
10049	NC_008690.1					Present		
10050	NC_012919.1					Present		
10051	NC_014231.1					Present		
10052	NC_023905.1					Present		
10053	NC_023914.1					Present		
10054	NC_023909.1					Present		
10055	NC_023906.1					Present		
10056	NC_003905.1					Present		
10057	NC_019091.1					Present		
10058	NC_019090.1					Present		
10059	NC_019089.1					Present		
10060	NC_019047.1					Present		
10061	NC_023904.1					Present		
10062	NC_023903.1					Present		
10063	NC_023911.1					Present		
10064	NC_023910.1					Present		
10065	NC_023332.1					Present		
10066	NC_023326.1					Present		
10067	NC_023323.1					Present		
10068	NC_022996.1					Present		
10069	NC_022992.1					Present		
10070	NC_022885.1					Present		
10071	NC_022652.1					Present		
10072	NC_022375.1					Present		
10073	NC_021622.1					Present		
10074	NC_021576.1					Present		
10075	NC_021238.1					Present		
10076	NC_021199.1					Present		
10077	NC_021198.1					Present		
10078	NC_021079.1					Present		
10079	NC_021078.1					Present		
10080	NC_020893.1					Present		
10081	NC_020811.1					Present		
10082	NC_020552.1					Present		
10083	NC_020280.1					Present		
10084	NC_020271.1					Present		
10085	NC_007800.1					Present		
10086	NC_004939.1					Present		
10087	NC_014384.1					Present		
10088	NC_013951.1					Present		
10089	NC_020088.1					Present		
10090	NC_019889.1					Present		
10091	NC_019389.1					Present		
10092	NC_019360.1					Present		
10093	NC_019375.1					Present		
10094	NC_019267.1					Present		
10095	NC_019254.1					Present		
10096	NC_019156.1					Present		
10097	NC_019165.1					Present		
10098	NC_019162.1					Present		
10099	NC_019155.1					Present		
10100	NC_019063.1					Present		
10101	NC_019095.1					Present		
10102	NC_019074.1					Present		
10103	NC_019073.1					Present		
10104	NC_019066.1					Present		
10105	NC_019065.1					Present		
10106	NC_019087.1					Present		
10107	NC_019082.1					Present		
10108	NC_019061.1					Present		
10109	NC_019043.1					Present		
10110	NC_019037.1					Present		
10111	NC_019033.1					Present		
10112	NC_016980.1					Present		
10113	NC_016974.1					Present		
10114	NC_016966.1					Present		
10115	NC_013121.1					Present		
10116	NC_011382.1					Present		
10117	NC_012555.1					Present		
10118	NC_007682.3					Present		
10119	NC_014843.1					Present		
10120	NC_014615.1					Present		
10121	NC_014385.1					Present		
10122	NC_014368.1					Present		
10123	NC_014208.1					Present		
10124	NC_014016.1					Present		
10125	NC_013728.1					Present		
10126	NG_050410.1					Absent		
10127	NG_049247.1					Absent		
10128	NC_018510.1					Absent		
10129	NC_019773.1					Absent		
10130	NC_012853.1					Absent		
10131	NZ_CP009294.1					Absent		
10132	NZ_CP008942.1					Absent		
10133	NC_019012.1					Absent		
10134	NZ_CP013143.1					Absent		
10135	NC_005016.1					Absent		
10136	NG_048955.1					Absent		
10137	NC_017734.1					Absent		
10138	NC_019128.1					Absent		
10139	NC_012235.1					Absent		
10140	NC_017133.1					Absent		
10141	NZ_CP011585.1					Absent		
10142	NC_012733.1					Absent		
10143	NZ_CP006880.1					Absent		
10144	NC_007678.1					Absent		
10145	NC_004533.1					Absent		
10146	NC_014908.1					Absent		
10147	NC_007094.1					Absent		
10148	NZ_CP009021.1					Absent		
10149	NC_007790.1					Absent		
10150	NG_047342.1					Absent		
10151	NC_009806.1					Absent		
10152	NZ_CP018112.1					Absent		
10153	NC_018742.1					Absent		
10154	NZ_AP014883.1					Absent		
10155	NC_010870.1					Absent		
10156	NC_002252.1					Absent		
10157	NZ_CP018342.1					Absent		
10158	NZ_CP009804.1					Absent		
10159	NZ_CP013214.1					Absent		
10160	NC_020885.1					Absent		
10161	NC_020542.1					Absent		
10162	NC_013950.1					Absent		
10163	NC_011407.1					Absent		
10164	NZ_CP014901.1					Absent		
10165	NG_047231.1					Absent		
10166	NG_050260.1					Absent		
10167	NC_006823.1					Absent		
10168	NZ_LN890332.1					Absent		
10169	NC_010408.1					Absent		
10170	NZ_CP004318.1					Absent		
10171	NZ_CP009599.1					Absent		
10172	NZ_CP011523.1					Absent		
10173	NZ_CP013157.1					Absent		
10174	NC_017118.1					Absent		
10175	NZ_CP012916.1					Absent		
10176	NZ_CP007500.1					Absent		
10177	NZ_CP007186.1					Absent		
10178	NZ_CP013159.1					Absent		
