locus	IS26
NZ_CP010383.2	Absent
NC_011752.1	Absent
NZ_CP008800.1	Absent
NC_003239.1	Absent
NC_021489.1	Absent
NZ_CP012345.1	Absent
NC_016137.1	Absent
NC_018421.1	Absent
NC_019557.1	Absent
NZ_CP012182.1	Absent
NC_024954.1	Absent
NZ_CP013171.1	Absent
NC_017778.1	Absent
NC_013289.1	Absent
NZ_CP010093.1	Absent
NZ_CP018030.1	Absent
NZ_CP005913.1	Absent
NC_022608.1	Absent
NC_014553.1	Absent
NG_048980.1	Absent
NZ_CP017564.1	Absent
NZ_CP004284.1	Absent
NC_007506.1	Absent
NG_047595.1	Absent
NZ_CP004308.1	Absent
NC_018975.1	Absent
NZ_CP009917.1	Absent
NG_049217.1	Absent
NZ_CP006572.1	Absent
NC_017356.1	Absent
NC_019294.1	Absent
NZ_CP005916.1	Absent
NG_047559.1	Absent
NZ_CP019287.1	Absent
NC_006427.1	Absent
NZ_CP016427.1	Absent
NC_019796.1	Absent
NZ_CP016276.1	Absent
NC_003527.1	Absent
NC_017721.1	Absent
NC_017392.1	Absent
NC_003458.1	Absent
NZ_CP008807.1	Absent
NZ_CP016528.1	Absent
NC_010367.1	Absent
NC_002148.1	Absent
NC_008697.1	Absent
NZ_CP003718.1	Absent
NC_015955.1	Absent
NZ_CP012008.1	Absent
NC_019438.1	Absent
NT_187157.1	Absent
NG_048865.1	Absent
NC_011564.1	Absent
NZ_CP015706.1	Absent
NG_047537.1	Absent
NZ_CP007043.1	Absent
NC_017653.1	Absent
NC_017785.1	Absent
NZ_LN554853.1	Absent
NC_025015.1	Absent
NG_047842.1	Absent
NC_010937.1	Absent
NC_004719.1	Absent
NC_013542.1	Absent
NC_012813.1	Absent
NC_017804.1	Absent
NC_019188.1	Absent
NZ_CP005859.1	Absent
NC_016049.1	Absent
NC_011784.1	Absent
NC_022607.1	Absent
NC_007186.1	Absent
NG_052648.1	Absent
NG_048082.1	Absent
NZ_CP005923.1	Absent
NC_010605.1	Absent
NC_014726.1	Absent
NC_018743.1	Absent
NZ_CP011363.1	Absent
NC_007206.1	Absent
NC_021185.1	Absent
NC_010850.1	Absent
NZ_CP013918.1	Absent
NC_010257.1	Absent
NC_002097.1	Absent
NC_010190.1	Absent
NC_013157.1	Absent
NZ_CP004287.1	Absent
NC_012550.1	Absent
NC_004633.1	Absent
NZ_CP014490.1	Absent
NZ_CP015754.1	Absent
NC_000843.1	Absent
NZ_CP010814.1	Absent
NC_006423.1	Absent
NZ_CP010153.1	Absent
NC_016601.1	Absent
NC_007763.1	Absent
NZ_CP018575.1	Absent
NC_004671.1	Absent
NZ_CP009851.1	Absent
NG_048116.1	Absent
NC_022437.1	Absent
NC_001772.1	Absent
NZ_CP009523.1	Absent
NZ_CP006472.1	Absent
NC_020535.1	Absent
NZ_CP016302.1	Absent
NC_010883.1	Absent
NC_009477.1	Absent
NC_017629.1	Absent
NZ_CP018759.1	Absent
NZ_CP019643.1	Absent
NZ_CP016297.1	Absent
NC_021665.1	Absent
NC_020553.1	Absent
NC_019057.1	Absent
NZ_CP004243.1	Absent
NZ_CP017986.1	Absent
NC_017446.1	Absent
NZ_CP013041.1	Absent
NZ_CP015374.1	Absent
NZ_CP015715.1	Absent
NC_000955.2	Absent
NZ_CP004335.1	Absent
NG_050583.1	Absent
NZ_CP005863.1	Absent
NC_011077.1	Absent
NC_008440.1	Absent
NC_001766.1	Absent
NZ_CP015123.1	Absent
NC_019755.1	Absent
NC_017225.1	Absent
NG_049776.1	Absent
NC_019235.1	Absent
NC_022739.1	Absent
NC_019752.1	Absent
NZ_CP006640.1	Absent
NC_010998.1	Absent
NC_001571.1	Absent
NG_047212.1	Absent
NZ_CP015733.1	Absent
NZ_CP016479.1	Absent
NC_006463.1	Absent
NG_048088.1	Absent
NZ_CP012287.1	Absent
NZ_CP014283.1	Absent
NC_012158.1	Absent
NC_007388.1	Absent
NC_006363.1	Absent
NC_000957.1	Absent
NC_022913.1	Absent
NC_022125.1	Absent
NZ_CP019045.1	Absent
NC_013193.1	Absent
NZ_CP016551.1	Absent
NC_010366.1	Absent
NZ_CP017103.1	Absent
NZ_CP007157.1	Absent
NG_047325.1	Absent
NC_014255.1	Absent
NZ_CP006749.1	Absent
NZ_CP013555.1	Absent
NC_019327.1	Absent
NC_016835.1	Absent
NC_019263.1	Absent
NZ_CP014408.1	Absent
NC_021656.1	Absent
NC_007110.1	Absent
NZ_CP012010.1	Absent
NC_013339.1	Absent
NZ_CP004225.1	Absent
NC_017393.1	Absent
NZ_CP018694.1	Absent
NC_016035.1	Absent
NC_021225.2	Absent
NZ_CP006989.1	Absent
NZ_CP009670.1	Absent
NC_008713.1	Absent
NC_001903.1	Absent
NG_049266.1	Absent
NC_017110.1	Absent
NC_009467.1	Absent
NC_019669.1	Absent
NC_019329.1	Absent
NZ_CP012963.1	Absent
NC_004574.1	Absent
NC_015915.1	Absent
NC_020556.1	Absent
NZ_CP006639.1	Absent
NC_013357.1	Absent
NC_011367.1	Absent
NC_010427.1	Absent
NZ_CP009006.1	Absent
NC_020420.1	Absent
NG_052486.1	Absent
NZ_CP018466.1	Absent
NZ_CP015794.1	Absent
NC_019088.1	Absent
NC_013745.1	Absent
NZ_CP015985.1	Absent
NC_005909.1	Absent
NZ_CP006843.1	Absent
NC_022045.1	Absent
NC_011081.1	Absent
NC_017076.1	Absent
NC_019062.1	Absent
NC_005564.1	Absent
NC_011854.1	Absent
NC_017944.1	Absent
NC_025153.1	Absent
NZ_CP012484.1	Absent
NG_047328.1	Absent
NZ_CP014911.1	Absent
NC_011860.1	Absent
NZ_CP009581.1	Absent
NZ_CP016369.1	Absent
NC_021519.1	Absent
NZ_CP004245.1	Absent
NZ_LN554850.1	Absent
NC_011255.1	Absent
NZ_CP010204.1	Absent
NZ_CP009919.1	Absent
NC_032102.1	Absent
NC_002806.1	Absent
NZ_AP012545.1	Absent
NC_025173.1	Absent
NZ_CP007642.1	Absent
NC_020273.1	Absent
NC_016813.1	Absent
NC_021209.1	Absent
NZ_CP014913.1	Absent
NZ_CP014605.1	Absent
NC_020052.1	Absent
NC_019197.1	Absent
NZ_AP014688.1	Absent
NC_010685.1	Absent
NZ_CP010959.1	Absent
NZ_CP009701.1	Absent
NC_009624.1	Absent
NC_018954.1	Absent
NC_006530.1	Absent
NC_018978.1	Absent
NC_023059.1	Absent
NC_020825.1	Absent
NC_009035.1	Absent
NG_048108.1	Absent
NC_019259.1	Absent
NZ_CP015825.1	Absent
NC_022527.1	Absent
NZ_CP019168.1	Absent
NZ_CP011354.1	Absent
NC_006394.1	Absent
NZ_CP011928.1	Absent
NZ_CP017846.1	Absent
NC_015429.1	Absent
NZ_CP004296.1	Absent
NC_017466.1	Absent
NC_010687.1	Absent
NZ_CP009645.1	Absent
NC_020524.1	Absent
NC_013500.1	Absent
NZ_CP006904.1	Absent
NZ_CP015361.1	Absent
NG_047251.1	Absent
NC_013538.1	Absent
NZ_CP005880.1	Absent
NZ_CP004265.1	Absent
NZ_CP014980.1	Absent
NC_017817.1	Absent
NC_008269.1	Absent
NZ_CP018066.1	Absent
NZ_CP008826.1	Absent
NC_005230.1	Absent
NZ_CP014819.1	Absent
NC_017570.1	Absent
NC_021511.1	Absent
NC_020392.1	Absent
NZ_CP005708.1	Absent
NC_003276.1	Absent
NC_008712.1	Absent
NZ_CP005709.1	Absent
NC_009673.1	Absent
NC_019328.1	Absent
NZ_CP004299.1	Absent
NC_014157.1	Absent
NC_010606.1	Absent
NC_019533.1	Absent
NZ_CP011405.1	Absent
NG_052436.1	Absent
NZ_CP010006.1	Absent
NC_013968.1	Absent
NC_024965.1	Absent
NZ_CP019329.1	Absent
NG_052583.1	Absent
NC_024986.1	Absent
NZ_CP015789.1	Absent
NZ_AP011953.1	Absent
NZ_CP014085.1	Absent
NC_019306.1	Absent
NZ_LN831305.1	Absent
NC_011972.1	Absent
NC_008759.1	Absent
NC_015426.1	Absent
NZ_CP009668.1	Absent
NC_010997.1	Absent
NC_011355.1	Absent
NC_023913.1	Absent
NC_022050.1	Absent
NC_017553.1	Absent
NC_017812.1	Absent
NC_002575.1	Absent
NC_021886.1	Absent
NC_020919.1	Absent
NC_016747.1	Absent
NC_013379.2	Absent
NZ_CP006634.1	Absent
NC_025107.1	Absent
NC_025068.1	Absent
NG_050542.1	Absent
NZ_CP017244.1	Absent
NC_006842.1	Absent
NC_015916.1	Absent
NZ_CP013571.1	Absent
NC_017181.1	Absent
NZ_CP017078.1	Absent
NC_019261.1	Absent
NZ_CP014075.1	Absent
NC_019039.1	Absent
NZ_CP010386.1	Absent
NC_007275.1	Absent
NC_010902.1	Absent
NZ_CP015384.1	Absent
NC_010428.1	Absent
NZ_CP003994.1	Absent
NC_019220.1	Absent
NZ_CP004248.1	Absent
NZ_CP004147.1	Absent
NC_007930.1	Absent
NZ_CP009918.1	Absent
NZ_CP005872.1	Absent
NC_009471.1	Absent
NC_008758.1	Absent
NZ_CP013198.1	Absent
NZ_CP007796.1	Absent
NC_011842.1	Absent
NZ_CP009446.1	Absent
NC_019002.1	Absent
NC_015908.1	Absent
NC_019967.1	Absent
NC_020122.1	Absent
NC_012003.1	Absent
NZ_CP011006.1	Absent
NC_019437.1	Absent
NC_011409.1	Absent
NZ_CP015116.1	Absent
NC_012151.1	Absent
NC_019307.1	Absent
NC_011968.1	Absent
NC_010291.1	Absent
NC_005326.1	Absent
NG_049047.1	Absent
NC_011797.1	Absent
NC_011378.1	Absent
NC_017197.1	Absent
NZ_CP010155.1	Absent
NC_024976.1	Absent
NZ_CP004227.1	Absent
NC_022346.1	Absent
NC_016840.1	Absent
NC_002748.1	Absent
NZ_CP014142.1	Absent
NC_018489.1	Absent
NC_019304.1	Absent
NZ_CP009835.1	Absent
NC_020268.1	Absent
NC_010896.1	Absent
NZ_CP015710.1	Absent
NZ_CP013454.1	Absent
NC_007068.1	Absent
NC_010869.1	Absent
NZ_CP014849.1	Absent
NG_050469.1	Absent
NC_022874.1	Absent
NZ_CP016454.1	Absent
NZ_CP012124.1	Absent
NC_010425.1	Absent
NZ_CP017408.1	Absent
NZ_CP005763.1	Absent
NZ_CP012628.1	Absent
NG_048751.1	Absent
NC_019253.1	Absent
NC_016138.1	Absent
NC_019244.1	Absent
NZ_CP016933.1	Absent
NZ_CP004333.1	Absent
NZ_CP018972.1	Absent
NZ_CP011274.1	Absent
NG_052236.1	Absent
NC_017848.1	Absent
NZ_CP018904.1	Absent
NZ_CP018240.1	Absent
NC_012511.1	Absent
NZ_CP009671.1	Absent
NC_017164.1	Absent
NZ_CP011626.1	Absent
NZ_CP010328.2	Absent
NC_030939.1	Absent
NC_013336.1	Absent
NC_009476.1	Absent
NC_018989.1	Absent
NC_013263.1	Absent
NZ_CP014628.1	Absent
NG_052324.1	Absent
NC_007349.1	Absent
NC_022225.1	Absent
NC_024958.1	Absent
NC_015432.1	Absent
NC_019295.1	Absent
NZ_CP012875.1	Absent
NZ_CP006924.1	Absent
NC_015664.1	Absent
NZ_CP010370.2	Absent
NC_017782.1	Absent
NC_017330.1	Absent
NC_017141.1	Absent
NZ_CP005717.1	Absent
NZ_CP018873.1	Absent
NC_004308.1	Absent
NC_001888.1	Absent
NZ_CP009463.1	Absent
NZ_CP019028.1	Absent
NZ_CP018872.1	Absent
NG_049502.1	Absent
NZ_CP015785.1	Absent
NC_015980.1	Absent
NZ_CP008809.1	Absent
NG_052538.1	Absent
NC_004958.1	Absent
NC_010374.1	Absent
NZ_CP014832.1	Absent
NZ_CP018720.1	Absent
NZ_CP016313.1	Absent
NG_049994.1	Absent
NZ_CP006995.1	Absent
NZ_CP004174.1	Absent
NC_002773.1	Absent
NC_017779.1	Absent
NZ_CP010387.1	Absent
NZ_CP005714.1	Absent
NC_001811.1	Absent
NZ_CP006473.1	Absent
NC_019365.1	Absent
NC_015972.1	Absent
NC_016045.1	Absent
NG_049735.1	Absent
NZ_CP014598.1	Absent
NC_006425.1	Absent
NC_016849.1	Absent
NZ_CP017301.1	Absent
NZ_CP007164.1	Absent
NZ_CP015215.1	Absent
NZ_CP007231.1	Absent
NC_012634.1	Absent
NC_012172.1	Absent
NC_019255.1	Absent
NC_005917.1	Absent
NG_049417.1	Absent
NZ_CP006263.1	Absent
NZ_CP009620.1	Absent
NC_012758.1	Absent
NC_012725.2	Absent
NC_012886.1	Absent
NC_011377.1	Absent
NG_047436.1	Absent
NC_017172.1	Absent
NZ_CP010582.1	Absent
NZ_CP009073.1	Absent
NC_010726.1	Absent
NC_009929.1	Absent
NC_003320.2	Absent
NG_050176.1	Absent
NZ_CP018267.1	Absent
NC_004955.1	Absent
NC_016030.1	Absent
NZ_CP014050.1	Absent
NZ_CP016834.1	Absent
NZ_CP008847.1	Absent
NZ_CP004194.1	Absent
NC_004962.1	Absent
NZ_CP017268.1	Absent
NC_004972.1	Absent
NZ_CP019018.1	Absent
NC_017561.1	Absent
NZ_LT594096.1	Absent
NC_011082.1	Absent
NC_017018.1	Absent
NC_004554.1	Absent
NZ_CP013333.1	Absent
NZ_CP013572.1	Absent
NZ_CP016003.1	Absent
NC_002144.1	Absent
NC_001732.1	Absent
NZ_CP013028.1	Absent
NC_022995.1	Absent
NZ_CP012537.1	Absent
NC_010894.1	Absent
NG_047217.1	Absent
NC_010502.1	Absent
NC_020824.1	Absent
NC_009660.1	Absent
NZ_CP005704.1	Absent
NG_047757.1	Absent
NC_001375.1	Absent
NZ_LN999837.1	Absent
NZ_CP014479.1	Absent
NG_052055.1	Absent
NC_023025.1	Absent
NZ_CP010195.1	Absent
NZ_CP005747.1	Absent
NZ_CP010156.1	Absent
NC_014390.1	Absent
NC_012240.1	Absent
NC_020534.1	Absent
NC_006997.1	Absent
NC_002522.1	Absent
NZ_CP009029.1	Absent
NC_020390.1	Absent
NZ_LN681226.1	Absent
NC_010540.1	Absent
NC_017163.1	Absent
NZ_CP010218.1	Absent
NC_010309.1	Absent
NC_013395.1	Absent
NZ_CP005748.1	Absent
NC_021526.1	Absent
NZ_CP017079.1	Absent
NZ_CP010024.1	Absent
NC_011148.1	Absent
NC_007169.1	Absent
NZ_CP014939.1	Absent
NZ_CP016511.1	Absent
NC_011256.1	Absent
NC_025249.1	Absent
NZ_CP010957.1	Absent
NC_015959.1	Absent
NZ_CP004253.1	Absent
NC_011727.1	Absent
NC_008357.1	Absent
NC_014825.1	Absent
NC_002110.1	Absent
NC_019138.1	Absent
NC_008052.1	Absent
NG_047657.1	Absent
NZ_CP005821.1	Absent
NC_015154.1	Absent
NZ_CP018225.1	Absent
NZ_CP014820.1	Absent
NZ_CP014817.1	Absent
NC_024956.1	Absent
NC_019894.1	Absent
NZ_CP019665.1	Absent
NZ_CP012865.1	Absent
NZ_CP009000.1	Absent
NC_013326.1	Absent
NZ_CP005910.1	Absent
NC_015910.1	Absent
NC_006422.1	Absent
NG_047998.1	Absent
NZ_CP015701.1	Absent
NC_011776.1	Absent
NZ_CP012887.2	Absent
NZ_CP019131.1	Absent
NC_011867.1	Absent
NC_011334.1	Absent
NZ_CP016941.1	Absent
NC_007391.1	Absent
NC_003125.1	Absent
NZ_CP017726.1	Absent
NC_023278.1	Absent
NC_011848.1	Absent
NZ_CP009433.1	Absent
NC_009701.1	Absent
NC_010931.1	Absent
NZ_CP019133.1	Absent
NC_002517.1	Absent
NC_013777.1	Absent
NC_011754.1	Absent
NC_004942.1	Absent
NZ_CP015175.1	Absent
NG_048308.1	Absent
NC_012201.1	Absent
NC_020822.1	Absent
NG_049017.1	Absent
NC_007428.1	Absent
NG_047663.1	Absent
NC_000914.2	Absent
NZ_CP012874.1	Absent
NZ_CP015714.1	Absent
NC_008275.1	Absent
NT_187158.1	Absent
NC_020451.1	Absent
NZ_CP015237.1	Absent
NZ_HG938356.1	Absent
NC_006392.1	Absent
NZ_CP017929.1	Absent
NG_051908.1	Absent
NG_050120.1	Absent
NZ_CP011594.1	Absent
NZ_CP004343.1	Absent
NZ_CP014846.1	Absent
NC_006672.1	Absent
NZ_CP016506.1	Absent
NZ_CP009979.1	Absent
NZ_CP009003.1	Absent
NC_021159.1	Absent
NC_021228.1	Absent
NZ_CP012276.1	Absent
NC_008761.1	Absent
NZ_CP018968.1	Absent
NZ_CP010316.1	Absent
NZ_CP015212.1	Absent
NZ_AP014818.1	Absent
NC_015598.1	Absent
NC_021718.1	Absent
NZ_CP005722.1	Absent
NZ_CP013644.1	Absent
NZ_CP005901.1	Absent
NZ_CP009491.1	Absent
NZ_CP014815.1	Absent
NC_011724.1	Absent
NC_018490.1	Absent
NC_002699.1	Absent
NZ_CP016820.1	Absent
NC_010942.1	Absent
NC_001757.1	Absent
NZ_CP013577.1	Absent
NC_001735.4	Absent
NC_025086.1	Absent
NC_011917.1	Absent
NC_013378.1	Absent
NZ_CP014930.1	Absent
NC_009129.1	Absent
NZ_CP005912.1	Absent
NC_012690.1	Absent
NZ_CP007740.1	Absent
NC_013509.1	Absent
NC_009472.1	Absent
NZ_CP018253.1	Absent
NC_000949.1	Absent
NZ_CP013598.1	Absent
NC_006910.1	Absent
NC_025197.1	Absent
NC_007167.1	Absent
NC_010908.1	Absent
NZ_CP015368.1	Absent
NZ_CP008848.1	Absent
NC_016828.2	Absent
NZ_CP014830.1	Absent
NZ_CP016025.1	Absent
NC_009007.1	Absent
NC_019785.1	Absent
NZ_CP013108.1	Absent
NZ_CP013530.1	Absent
NC_017282.1	Absent
NC_011855.1	Absent
NG_047340.1	Absent
NG_048630.1	Absent
NC_015419.1	Absent
NC_021227.2	Absent
NC_011897.1	Absent
NZ_CP009662.1	Absent
NZ_CP010448.1	Absent
NZ_CP018745.1	Absent
NG_052893.1	Absent
NZ_CP013035.1	Absent
NC_025010.1	Absent
NZ_CP009655.1	Absent
NZ_CP011951.1	Absent
NZ_CP019027.1	Absent
NZ_CP013482.1	Absent
NC_011789.1	Absent
NC_022743.1	Absent
NC_017458.1	Absent
NZ_CP018255.1	Absent
NC_019160.1	Absent
NC_011314.1	Absent
NZ_CP018198.1	Absent
NC_012219.1	Absent
NZ_CP014910.1	Absent
NZ_CP005723.1	Absent
NC_017404.1	Absent
NC_005814.1	Absent
NZ_CP010118.1	Absent
NC_017395.1	Absent
NC_009658.1	Absent
NC_021978.1	Absent
NZ_CP015744.1	Absent
NZ_CP007622.1	Absent
NC_019749.1	Absent
NG_048042.1	Absent
NG_048073.1	Absent
NC_001857.2	Absent
NC_025120.1	Absent
NZ_CP013156.1	Absent
NG_047368.1	Absent
NC_019213.1	Absent
NG_047619.1	Absent
NZ_CP010880.1	Absent
NZ_CP016508.1	Absent
NG_047431.1	Absent
NC_019203.1	Absent
NC_019318.1	Absent
NZ_CP013770.1	Absent
NZ_CP017772.1	Absent
NZ_CP004168.1	Absent
NC_008565.1	Absent
NZ_CP017131.1	Absent
NZ_CP009924.1	Absent
NZ_CP012478.1	Absent
NC_010926.1	Absent
NC_021289.1	Absent
NG_048037.1	Absent
NG_050179.1	Absent
NC_017399.1	Absent
NZ_CP013134.1	Absent
NZ_CP009855.1	Absent
NC_010579.1	Absent
NZ_CP009059.1	Absent
NC_012264.1	Absent
NG_047264.1	Absent
NC_016618.1	Absent
NZ_CP005754.1	Absent
NZ_CP018313.1	Absent
NC_019078.1	Absent
NG_047532.1	Absent
NC_019359.1	Absent
NZ_CP018068.1	Absent
NZ_CP018876.1	Absent
NZ_CP004180.1	Absent
NC_004849.1	Absent
NG_047476.1	Absent
NC_019001.1	Absent
NC_019763.1	Absent
NC_017507.1	Absent
NT_187163.1	Absent
NZ_LN614828.1	Absent
NZ_CP013163.1	Absent
NZ_CP004877.1	Absent
NZ_CP009646.1	Absent
NZ_CP015356.1	Absent
NC_025000.1	Absent
NZ_CP012356.1	Absent
NC_005863.1	Absent
NZ_CP004188.1	Absent
NC_015509.1	Absent
NZ_CP004255.1	Absent
NZ_CP017407.1	Absent
NZ_CP012751.1	Absent
NC_017206.1	Absent
NC_019143.1	Absent
NZ_CP010159.1	Absent
NC_007801.1	Absent
NZ_CP016421.1	Absent
NC_019242.1	Absent
NZ_CP004864.1	Absent
NC_010684.1	Absent
NZ_CP014931.1	Absent
NZ_CP014997.1	Absent
NZ_CP018727.1	Absent
NZ_CP011571.1	Absent
NZ_CP010015.1	Absent
NZ_CP006808.1	Absent
NC_010182.1	Absent
NG_048904.1	Absent
NZ_CP010149.1	Absent
NC_019985.2	Absent
NC_001415.1	Absent
NC_010865.1	Absent
NZ_CP005713.1	Absent
NG_047825.1	Absent
NC_023316.1	Absent
NC_018745.1	Absent
NC_024998.1	Absent
NZ_CP004261.1	Absent
NZ_CP015783.1	Absent
NZ_CP010020.1	Absent
NG_052065.1	Absent
NZ_CP012570.1	Absent
NC_016750.1	Absent
NC_014750.1	Absent
NZ_CP010866.1	Absent
NC_010627.1	Absent
NC_021657.1	Absent
NZ_CP012662.1	Absent
NZ_AP014819.1	Absent
NC_008342.1	Absent
NC_005701.1	Absent
NZ_CP006987.1	Absent
NZ_CP016875.1	Absent
NG_047250.1	Absent
NZ_CP016527.1	Absent
NZ_LN999834.1	Absent
NZ_CP011599.1	Absent
NG_049814.1	Absent
NC_017153.1	Absent
NZ_CP015617.1	Absent
NZ_CP010318.1	Absent
NC_004953.1	Absent
NZ_CP012412.2	Absent
NC_002115.1	Absent
NC_021990.1	Absent
NZ_CP015595.1	Absent
NC_011733.1	Absent
NC_011863.1	Absent
NG_048543.1	Absent
NT_187143.1	Absent
NG_049335.1	Absent
NZ_CP014631.1	Absent
NC_005565.1	Absent
NC_012033.1	Absent
NC_010932.1	Absent
NZ_CP013599.1	Absent
NC_008598.1	Absent
NZ_CP012108.1	Absent
NZ_CP012892.1	Absent
NC_017142.1	Absent
NZ_CP004167.1	Absent
NC_009787.1	Absent
NZ_CP011284.1	Absent
NZ_AP014824.1	Absent
NZ_CP006928.1	Absent
NZ_CP016574.1	Absent
NC_011224.1	Absent
NZ_CP004295.1	Absent
NZ_CP007180.1	Absent
NC_018976.1	Absent
NC_004900.1	Absent
NZ_CP016946.1	Absent
NZ_HG813243.1	Absent
NG_050295.1	Absent
NC_005920.1	Absent
NG_048707.1	Absent
NC_011225.1	Absent
NC_005325.1	Absent
NZ_CP019023.1	Absent
NC_011246.1	Absent
NZ_CP017028.1	Absent
NC_020994.1	Absent
NZ_FO538766.1	Absent
NC_015599.1	Absent
NZ_CP015720.1	Absent
NC_020820.1	Absent
NC_012040.1	Absent
NC_021918.1	Absent
NC_017321.1	Absent
NZ_CP016457.1	Absent
NZ_CP007768.1	Absent
NC_011970.1	Absent
NZ_CP004334.1	Absent
NC_002108.1	Absent
NZ_CP019907.1	Absent
NZ_CP013771.1	Absent
NC_019046.1	Absent
NC_020277.1	Absent
NC_010157.1	Absent
NZ_CP018285.1	Absent
NC_022601.1	Absent
NZ_CP014848.1	Absent
NC_001388.1	Absent
NZ_CP004224.1	Absent
NZ_CP018053.1	Absent
NZ_CP010898.2	Absent
NZ_CP005707.1	Absent
NZ_CP017937.1	Absent
NZ_CP005702.1	Absent
NG_050258.1	Absent
NC_010728.1	Absent
NC_019727.1	Absent
NC_019553.1	Absent
NZ_CP004149.1	Absent
NZ_CP010578.1	Absent
NZ_LT599053.1	Absent
NZ_CP004332.1	Absent
NZ_CP011616.1	Absent
NC_016864.1	Absent
NC_012186.1	Absent
NZ_CP006878.1	Absent
NZ_CP013177.1	Absent
NC_017536.1	Absent
NC_019092.1	Absent
NZ_CP012103.1	Absent
NC_019127.1	Absent
NC_017035.1	Absent
NC_019167.1	Absent
NC_008564.1	Absent
NZ_CP018268.1	Absent
NZ_CP015504.1	Absent
NC_011253.1	Absent
NC_013786.1	Absent
NC_012807.1	Absent
NC_012552.1	Absent
NZ_CP014896.1	Absent
NC_022565.1	Absent
NC_015902.1	Absent
NZ_CP013548.1	Absent
NC_017350.1	Absent
NC_020124.1	Absent
NZ_CP019567.1	Absent
NC_011561.1	Absent
NC_011512.1	Absent
NZ_CP008954.1	Absent
NC_008770.1	Absent
NC_011996.1	Absent
NZ_CP005788.1	Absent
NZ_CP016005.1	Absent
NC_015219.1	Absent
NZ_CP017134.1	Absent
NC_019368.1	Absent
NZ_CP006993.1	Absent
NZ_CP011945.1	Absent
NZ_CP018942.1	Absent
NG_047360.1	Absent
NC_016774.1	Absent
NZ_CP014217.1	Absent
NZ_CP011399.1	Absent
NZ_CP016631.1	Absent
NC_005245.1	Absent
NG_047763.1	Absent
NZ_CP002700.1	Absent
NG_047874.1	Absent
NC_020394.1	Absent
NZ_CP007063.1	Absent
NC_002638.1	Absent
NT_187150.1	Absent
NZ_CP019608.1	Absent
NZ_CP019216.1	Absent
NC_004979.1	Absent
NZ_CP015778.1	Absent
NC_014234.1	Absent
NC_014156.1	Absent
NZ_CP011338.1	Absent
NZ_CP015354.1	Absent
NZ_CP016486.1	Absent
NZ_CP012857.1	Absent
NC_019108.1	Absent
NZ_CP009292.1	Absent
NC_009841.1	Absent
NC_025179.1	Absent
NZ_CP005987.1	Absent
NC_013302.1	Absent
NC_005018.1	Absent
NC_017722.1	Absent
NC_011767.1	Absent
NC_013726.1	Absent
NC_002107.1	Absent
NZ_CP018290.1	Absent
NG_050296.1	Absent
NC_008441.1	Absent
NG_048127.1	Absent
NZ_CP015723.1	Absent
NC_019431.1	Absent
NC_019554.1	Absent
NZ_CP013716.1	Absent
NZ_CP013583.1	Absent
NC_013303.1	Absent
NC_017423.1	Absent
NC_017024.1	Absent
NZ_CP004169.1	Absent
NG_050081.1	Absent
NC_008051.1	Absent
NZ_CP014603.1	Absent
NG_047795.1	Absent
NZ_CP013039.1	Absent
NC_008768.1	Absent
NZ_CP013506.1	Absent
NG_048114.1	Absent
NC_012269.1	Absent
NC_009479.1	Absent
NC_019005.1	Absent
NG_050483.1	Absent
NC_010378.1	Absent
NZ_CP012913.1	Absent
NZ_CP012485.1	Absent
NC_019003.1	Absent
NC_001376.1	Absent
NZ_CP012535.1	Absent
NZ_CP013122.1	Absent
NC_017422.1	Absent
NZ_CP004339.1	Absent
NG_047441.1	Absent
NZ_CP014169.1	Absent
NZ_CP017773.1	Absent
NC_019102.1	Absent
NZ_CP019132.1	Absent
NC_011030.1	Absent
NC_010260.1	Absent
NZ_CP004209.1	Absent
NZ_CP015484.1	Absent
NC_003277.2	Absent
NC_004320.1	Absent
NZ_CP018064.1	Absent
NC_001852.1	Absent
NC_013130.1	Absent
NZ_CP015129.1	Absent
NC_011341.1	Absent
NC_019535.1	Absent
NZ_CP005932.1	Absent
NZ_HG941720.1	Absent
NZ_CP013665.1	Absent
NC_006860.1	Absent
NC_012110.1	Absent
NC_015515.1	Absent
NC_002498.1	Absent
NG_049240.1	Absent
NZ_CP013354.1	Absent
NZ_CP016299.1	Absent
NC_011522.1	Absent
NC_010629.1	Absent
NC_018492.1	Absent
NC_011984.1	Absent
NZ_CP017041.1	Absent
NZ_CP018690.1	Absent
NC_004946.1	Absent
NG_047539.1	Absent
NZ_CP009566.1	Absent
NC_011151.1	Absent
NC_019149.1	Absent
NC_020550.1	Absent
NZ_CP016541.2	Absent
NZ_CP013193.1	Absent
NC_015054.1	Absent
NZ_CP004246.1	Absent
NZ_CP014515.1	Absent
NZ_CP014088.1	Absent
NC_017408.1	Absent
NC_013779.1	Absent
NZ_CP009989.1	Absent
NC_025002.1	Absent
NZ_CP006370.1	Absent
NZ_CP018174.1	Absent
NZ_CP009967.1	Absent
NZ_CP013071.1	Absent
NZ_CP014904.1	Absent
NZ_CP010358.1	Absent
NG_049248.1	Absent
NG_052271.1	Absent
NC_013389.1	Absent
NZ_CP014421.1	Absent
NC_017222.1	Absent
NC_005128.1	Absent
NZ_CP009475.1	Absent
NC_008354.1	Absent
NZ_CP013514.1	Absent
NC_009780.1	Absent
NZ_CP014682.1	Absent
